Assembly Accession size
GCF_002407245.1_ASM240724v1_ NZ_CP010688 6059
GCF_002407265.1_ASM240726v1_ NZ_CP022197 148161
GCF_002407525.2_ASM240752v3_ NZ_CP023519 204165
GCF_002412025.1_ASM241202v1_ NZ_CP010644 221490
GCF_002412025.1_ASM241202v1_ NZ_CP010645 117673
GCF_002412025.1_ASM241202v1_ NZ_CP010646 80683
GCF_002412025.1_ASM241202v1_ NZ_CP010647 72213
GCF_002412025.1_ASM241202v1_ NZ_CP010648 69149
GCF_002412025.1_ASM241202v1_ NZ_CP010649 64673
GCF_002412045.1_ASM241204v1_ NZ_CP010768 205383
GCF_002412045.1_ASM241204v1_ NZ_CP010769 133727
GCF_002412045.1_ASM241204v1_ NZ_CP010770 125602
GCF_002412045.1_ASM241204v1_ NZ_CP010771 82130
GCF_002412045.1_ASM241204v1_ NZ_CP010772 69385
GCF_002412045.1_ASM241204v1_ NZ_CP010773 69205
GCF_002412045.1_ASM241204v1_ NZ_CP010774 42878
GCF_002412045.1_ASM241204v1_ NZ_CP010775 36658
GCF_002441955.1_ASM244195v1_ NZ_CP023670 186658
GCF_002442595.1_ASM244259v1_ NZ_CP017202 26506
GCF_002442595.1_ASM244259v1_ NZ_CP017203 29892
GCF_002442595.1_ASM244259v1_ NZ_CP017204 30192
GCF_002442595.1_ASM244259v1_ NZ_CP017205 30176
GCF_002442595.1_ASM244259v1_ NZ_CP017206 30617
GCF_002442595.1_ASM244259v1_ NZ_CP017207 18340
GCF_002442595.1_ASM244259v1_ NZ_CP017208 30017
GCF_002442595.1_ASM244259v1_ NZ_CP017209 30054
GCF_002442595.1_ASM244259v1_ NZ_CP017210 8714
GCF_002442595.1_ASM244259v1_ NZ_CP017211 15594
GCF_002442595.1_ASM244259v1_ NZ_CP017212 24723
GCF_002442595.1_ASM244259v1_ NZ_CP017213 27643
GCF_002442595.1_ASM244259v1_ NZ_CP017214 23104
GCF_002442595.1_ASM244259v1_ NZ_CP017215 29289
GCF_002442595.1_ASM244259v1_ NZ_CP017216 30210
GCF_002442595.1_ASM244259v1_ NZ_CP017217 38925
GCF_002442595.1_ASM244259v1_ NZ_CP017218 53759
GCF_002442595.1_ASM244259v1_ NZ_CP017219 27681
GCF_002442835.1_ASM244283v1_ NZ_CP017262 62971
GCF_002442835.1_ASM244283v1_ NZ_CP017263 36931
GCF_002442835.1_ASM244283v1_ NZ_CP017264 83229
GCF_002442835.1_ASM244283v1_ NZ_CP017265 28557
GCF_002442835.1_ASM244283v1_ NZ_CP017266 47078
GCF_002442895.1_ASM244289v1_ NZ_CP017461 54521
GCF_002442895.1_ASM244289v1_ NZ_CP017462 22471
GCF_002442915.1_ASM244291v1_ NZ_CP017464 115760
GCF_002442915.1_ASM244291v1_ NZ_CP017465 28676
GCF_002442935.1_ASM244293v1_ NZ_CP017467 40183
GCF_002442935.1_ASM244293v1_ NZ_CP017468 25678
GCF_002442955.1_ASM244295v1_ NZ_CP018129 222278
GCF_002442955.1_ASM244295v1_ NZ_CP018130 71104
GCF_002442955.1_ASM244295v1_ NZ_CP018131 23736
GCF_002442955.1_ASM244295v1_ NZ_CP018132 4137
GCF_002443015.1_ASM244301v1_ NZ_CP022320 32110
GCF_002456135.1_ASM245613v1_ NZ_CP023658 131455
GCF_002456135.1_ASM245613v1_ NZ_CP023659 9160
GCF_002456135.1_ASM245613v1_ NZ_CP023660 19216
GCF_002494365.2_ASM249436v2_ NZ_CP030920 259094
GCF_002494365.2_ASM249436v2_ NZ_CP030921 109118
GCF_002494365.2_ASM249436v2_ NZ_CP030922 77405
GCF_002501565.1_ASM250156v1_ NZ_CP021653 1999547
GCF_002501585.1_ASM250158v1_ NZ_CP023721 301603
GCF_002504105.1_ASM250410v1_ NZ_CP022661 143770
GCF_002504105.1_ASM250410v1_ NZ_CP022662 132606
GCF_002504125.1_ASM250412v1_ NZ_CP022659 70062
GCF_002504125.1_ASM250412v1_ NZ_CP022660 290957
GCF_002504145.1_ASM250414v1_ NZ_CP018333 112773
GCF_002504145.1_ASM250414v1_ NZ_CP018334 11586
GCF_002504165.1_ASM250416v1_ NZ_CP021405 174678
GCF_002504165.1_ASM250416v1_ NZ_CP021406 178640
GCF_002504165.1_ASM250416v1_ NZ_CP021407 112508
GCF_002504165.1_ASM250416v1_ NZ_CP021408 55280
GCF_002504165.1_ASM250416v1_ NZ_CP021409 68016
GCF_002504165.1_ASM250416v1_ NZ_CP021410 42252
GCF_002504165.1_ASM250416v1_ NZ_CP021411 16653
GCF_002504285.1_ASM250428v1_ NZ_CP023707 81404
GCF_002549815.1_ASM254981v1_ NZ_CP021767 1999547
GCF_002549835.1_ASM254983v1_ NZ_CP022700 151013
GCF_002557735.1_ASM255773v1_ NZ_CP023753 58523
GCF_002568625.1_ASM256862v1_ NZ_CP023779 71380
GCF_002576835.1_ASM257683v1_ NZ_CP023773 56675
GCF_002576835.1_ASM257683v1_ NZ_CP023774 53560
GCF_002587005.1_ASM258700v1_ NZ_CP023816 145883
GCF_002587165.1_ASM258716v1_ NZ_CP023940 1556
GCF_002587165.1_ASM258716v1_ NZ_CP023943 196733
GCF_002587165.1_ASM258716v1_ NZ_CP023942 187926
GCF_002587165.1_ASM258716v1_ NZ_CP023944 10061
GCF_002587885.1_ASM258788v1_ NZ_CP023948 219350
GCF_002587885.1_ASM258788v1_ NZ_CP023947 153385
GCF_002587885.1_ASM258788v1_ NZ_CP023945 4163
GCF_002589795.1_ASM258979v1_ NZ_CP023903 101274
GCF_002589795.1_ASM258979v1_ NZ_CP023901 1552
GCF_002589795.1_ASM258979v1_ NZ_CP023895 91648
GCF_002589795.1_ASM258979v1_ NZ_CP023896 83988
GCF_002589795.1_ASM258979v1_ NZ_CP023897 51479
GCF_002589795.1_ASM258979v1_ NZ_CP023905 35225
GCF_002589795.1_ASM258979v1_ NZ_CP023900 34323
GCF_002589795.1_ASM258979v1_ NZ_CP023898 5162
GCF_002589795.1_ASM258979v1_ NZ_CP023904 4011
GCF_002589795.1_ASM258979v1_ NZ_CP023902 2101
GCF_002591075.1_ASM259107v1_ NZ_CP023918 106914
GCF_002591075.1_ASM259107v1_ NZ_CP023917 164607
GCF_002591075.1_ASM259107v1_ NZ_CP023916 130348
GCF_002591075.1_ASM259107v1_ NZ_CP023914 106853
GCF_002591075.1_ASM259107v1_ NZ_CP023915 3808
GCF_002591135.1_ASM259113v1_ NZ_CP023959 128761
GCF_002591135.1_ASM259113v1_ NZ_CP023961 96807
GCF_002591135.1_ASM259113v1_ NZ_CP023957 48550
GCF_002591135.1_ASM259113v1_ NZ_CP023958 3264
GCF_002591175.1_ASM259117v1_ NZ_CP023967 65466
GCF_002591215.1_ASM259121v1_ NZ_CP023971 9893
GCF_002591335.1_ASM259133v1_ NZ_CP023993 49553
GCF_002600635.1_ASM260063v1_ NZ_CP021375 213273
GCF_002600635.1_ASM260063v1_ NZ_CP021374 305590
GCF_002600635.1_ASM260063v1_ NZ_CP021373 494144
GCF_002600635.1_ASM260063v1_ NZ_CP021372 516813
GCF_002633805.1_ASM263380v1_ NZ_CP017683 39249
GCF_002633825.1_ASM263382v1_ NZ_CP017681 20653
GCF_002633865.1_ASM263386v1_ NZ_CP017678 27264
GCF_002688565.1_ASM268856v1_ NZ_CP024012 179399
GCF_002688605.1_ASM268860v1_ NZ_CP024036 139863
GCF_002688605.1_ASM268860v1_ NZ_CP024037 78572
GCF_002706325.1_ASM270632v1_ NZ_CP015289 152958
GCF_002706325.1_ASM270632v1_ NZ_CP015290 124313
GCF_002706325.1_ASM270632v1_ NZ_CP015291 114172
GCF_002706325.1_ASM270632v1_ NZ_CP015292 105299
GCF_002706325.1_ASM270632v1_ NZ_CP015293 21883
GCF_002706565.1_ASM270656v1_ NZ_CP017691 91217
GCF_002706705.1_ASM270670v1_ NZ_CP017698 75101
GCF_002706705.1_ASM270670v1_ NZ_CP017699 61336
GCF_002706705.1_ASM270670v1_ NZ_CP017700 30622
GCF_002706705.1_ASM270670v1_ NZ_CP017701 15010
GCF_002716885.1_ASM271688v1_ NZ_CP015245 8122
GCF_002716885.1_ASM271688v1_ NZ_CP015246 118513
GCF_002741015.1_ASM274101v1_ NZ_CP016617 1343367
GCF_002741015.1_ASM274101v1_ NZ_CP016619 977332
GCF_002741015.1_ASM274101v1_ NZ_CP016618 712299
GCF_002741015.1_ASM274101v1_ NZ_CP016620 593709
GCF_002741015.1_ASM274101v1_ NZ_CP016621 161204
GCF_002741075.1_IEC330191.0_ NZ_CP016446 52710
GCF_002741175.1_ASM274117v1_ NZ_CP024229 38467
GCF_002741175.1_ASM274117v1_ NZ_CP024230 73915
GCF_002741175.1_ASM274117v1_ NZ_CP024231 82510
GCF_002741195.1_ASM274119v1_ NZ_CP024233 30162
GCF_002741195.1_ASM274119v1_ NZ_CP024234 40223
GCF_002741195.1_ASM274119v1_ NZ_CP024235 62188
GCF_002741195.1_ASM274119v1_ NZ_CP024236 226119
GCF_002741195.1_ASM274119v1_ NZ_CP024237 152713
GCF_002741215.1_ASM274121v1_ NZ_CP024238 274465
GCF_002741255.1_ASM274125v1_ NZ_CP024241 104674
GCF_002741255.1_ASM274125v1_ NZ_CP024242 74644
GCF_002741295.1_ASM274129v1_ NZ_CP024254 107732
GCF_002741295.1_ASM274129v1_ NZ_CP024255 95515
GCF_002741315.1_ASM274131v1_ NZ_CP024258 96607
GCF_002741315.1_ASM274131v1_ NZ_CP024259 94817
GCF_002741335.1_ASM274133v1_ NZ_CP024261 45056
GCF_002741335.1_ASM274133v1_ NZ_CP024262 119846
GCF_002741355.1_ASM274135v1_ NZ_CP024279 28860
GCF_002741355.1_ASM274135v1_ NZ_CP024280 52655
GCF_002741355.1_ASM274135v1_ NZ_CP024281 84894
GCF_002741375.1_ASM274137v1_ NZ_CP024283 40461
GCF_002741375.1_ASM274137v1_ NZ_CP024284 59626
GCF_002741375.1_ASM274137v1_ NZ_CP024285 127606
GCF_002741375.1_ASM274137v1_ NZ_CP024286 113727
GCF_002741375.1_ASM274137v1_ NZ_CP024287 124142
GCF_002741375.1_ASM274137v1_ NZ_CP024288 19118
GCF_002741415.1_ASM274141v1_ NZ_CP024419 33036
GCF_002741435.1_ASM274143v1_ NZ_CP024224 20005
GCF_002741435.1_ASM274143v1_ NZ_CP024225 27947
GCF_002741435.1_ASM274143v1_ NZ_CP024226 85864
GCF_002741435.1_ASM274143v1_ NZ_CP024227 145086
GCF_002741455.1_ASM274145v1_ NZ_CP024244 152012
GCF_002741475.1_ASM274147v1_ NZ_CP024246 36948
GCF_002741475.1_ASM274147v1_ NZ_CP024247 68864
GCF_002741475.1_ASM274147v1_ NZ_CP024248 138289
GCF_002741495.1_ASM274149v1_ NZ_CP024264 72060
GCF_002741495.1_ASM274149v1_ NZ_CP024265 150389
GCF_002741535.1_ASM274153v1_ NZ_CP024270 35769
GCF_002741535.1_ASM274153v1_ NZ_CP024271 103618
GCF_002741535.1_ASM274153v1_ NZ_CP024272 147766
GCF_002741555.1_ASM274155v1_ NZ_CP024274 145089
GCF_002741575.1_ASM274157v1_ NZ_CP024276 38177
GCF_002741575.1_ASM274157v1_ NZ_CP024277 100184
GCF_002741595.1_ASM274159v1_ NZ_CP024290 36473
GCF_002741595.1_ASM274159v1_ NZ_CP024291 111697
GCF_002741595.1_ASM274159v1_ NZ_CP024292 85054
GCF_002741665.1_ASM274166v1_ NZ_CP024207 70133
GCF_002741665.1_ASM274166v1_ NZ_CP024218 17967
GCF_002741665.1_ASM274166v1_ NZ_CP024219 16688
GCF_002741665.1_ASM274166v1_ NZ_CP024220 13278
GCF_002741665.1_ASM274166v1_ NZ_CP024221 8106
GCF_002741665.1_ASM274166v1_ NZ_CP024209 37315
GCF_002741665.1_ASM274166v1_ NZ_CP024210 32998
GCF_002741665.1_ASM274166v1_ NZ_CP024211 30058
GCF_002741665.1_ASM274166v1_ NZ_CP024212 29066
GCF_002741665.1_ASM274166v1_ NZ_CP024213 29028
GCF_002741665.1_ASM274166v1_ NZ_CP024214 26682
GCF_002741665.1_ASM274166v1_ NZ_CP024215 23449
GCF_002741665.1_ASM274166v1_ NZ_CP024217 22657
GCF_002741665.1_ASM274166v1_ NZ_CP024216 23024
GCF_002741665.1_ASM274166v1_ NZ_CP024208 39499
GCF_002741665.1_ASM274166v1_ NZ_CP024222 5963
GCF_002741665.1_ASM274166v1_ NZ_CP024206 73587
GCF_002741685.1_ASM274168v1_ NZ_CP024192 221606
GCF_002741685.1_ASM274168v1_ NZ_CP024193 147945
GCF_002741685.1_ASM274168v1_ NZ_CP024194 89345
GCF_002741685.1_ASM274168v1_ NZ_CP024195 4660
GCF_002741685.1_ASM274168v1_ NZ_CP024196 4510
GCF_002741685.1_ASM274168v1_ NZ_CP024197 3825
GCF_002741765.1_ASM274176v1_ NZ_CP024318 70030
GCF_002741765.1_ASM274176v1_ NZ_CP024329 11635
GCF_002741765.1_ASM274176v1_ NZ_CP024330 11544
GCF_002741765.1_ASM274176v1_ NZ_CP024331 10734
GCF_002741765.1_ASM274176v1_ NZ_CP024321 30033
GCF_002741765.1_ASM274176v1_ NZ_CP024322 27131
GCF_002741765.1_ASM274176v1_ NZ_CP024323 24571
GCF_002741765.1_ASM274176v1_ NZ_CP024324 23955
GCF_002741765.1_ASM274176v1_ NZ_CP024325 22164
GCF_002741765.1_ASM274176v1_ NZ_CP024326 18257
GCF_002741765.1_ASM274176v1_ NZ_CP024327 15621
GCF_002741765.1_ASM274176v1_ NZ_CP024328 14149
GCF_002741765.1_ASM274176v1_ NZ_CP024319 36155
GCF_002741765.1_ASM274176v1_ NZ_CP024320 30293
GCF_002741765.1_ASM274176v1_ NZ_CP024332 5868
GCF_002741765.1_ASM274176v1_ NZ_CP024317 73508
GCF_002741785.1_ASM274178v1_ NZ_CP024335 70077
GCF_002741785.1_ASM274178v1_ NZ_CP024345 10588
GCF_002741785.1_ASM274178v1_ NZ_CP024346 9917
GCF_002741785.1_ASM274178v1_ NZ_CP024348 8004
GCF_002741785.1_ASM274178v1_ NZ_CP024349 7240
GCF_002741785.1_ASM274178v1_ NZ_CP024337 33525
GCF_002741785.1_ASM274178v1_ NZ_CP024338 29115
GCF_002741785.1_ASM274178v1_ NZ_CP024339 24623
GCF_002741785.1_ASM274178v1_ NZ_CP024340 15869
GCF_002741785.1_ASM274178v1_ NZ_CP024341 15213
GCF_002741785.1_ASM274178v1_ NZ_CP024342 14935
GCF_002741785.1_ASM274178v1_ NZ_CP024343 13270
GCF_002741785.1_ASM274178v1_ NZ_CP024344 13018
GCF_002741785.1_ASM274178v1_ NZ_CP024347 9656
GCF_002741785.1_ASM274178v1_ NZ_CP024336 41936
GCF_002741785.1_ASM274178v1_ NZ_CP024350 5868
GCF_002741785.1_ASM274178v1_ NZ_CP024334 72400
GCF_002741805.1_ASM274180v1_ NZ_CP024353 70099
GCF_002741805.1_ASM274180v1_ NZ_CP024365 13264
GCF_002741805.1_ASM274180v1_ NZ_CP024366 13071
GCF_002741805.1_ASM274180v1_ NZ_CP024367 12997
GCF_002741805.1_ASM274180v1_ NZ_CP024368 11853
GCF_002741805.1_ASM274180v1_ NZ_CP024369 9535
GCF_002741805.1_ASM274180v1_ NZ_CP024356 33522
GCF_002741805.1_ASM274180v1_ NZ_CP024357 30045
GCF_002741805.1_ASM274180v1_ NZ_CP024358 30026
GCF_002741805.1_ASM274180v1_ NZ_CP024359 29118
GCF_002741805.1_ASM274180v1_ NZ_CP024360 26601
GCF_002741805.1_ASM274180v1_ NZ_CP024361 24137
GCF_002741805.1_ASM274180v1_ NZ_CP024363 18431
GCF_002741805.1_ASM274180v1_ NZ_CP024364 14571
GCF_002741805.1_ASM274180v1_ NZ_CP024362 21221
GCF_002741805.1_ASM274180v1_ NZ_CP024354 43865
GCF_002741805.1_ASM274180v1_ NZ_CP024355 40137
GCF_002741805.1_ASM274180v1_ NZ_CP024370 5887
GCF_002741805.1_ASM274180v1_ NZ_CP024352 73591
GCF_002741825.1_ASM274182v1_ NZ_CP024373 70102
GCF_002741825.1_ASM274182v1_ NZ_CP024385 14430
GCF_002741825.1_ASM274182v1_ NZ_CP024386 13293
GCF_002741825.1_ASM274182v1_ NZ_CP024387 12996
GCF_002741825.1_ASM274182v1_ NZ_CP024388 8772
GCF_002741825.1_ASM274182v1_ NZ_CP024375 43373
GCF_002741825.1_ASM274182v1_ NZ_CP024378 29451
GCF_002741825.1_ASM274182v1_ NZ_CP024379 29360
GCF_002741825.1_ASM274182v1_ NZ_CP024380 25227
GCF_002741825.1_ASM274182v1_ NZ_CP024381 19128
GCF_002741825.1_ASM274182v1_ NZ_CP024382 19062
GCF_002741825.1_ASM274182v1_ NZ_CP024383 18281
GCF_002741825.1_ASM274182v1_ NZ_CP024384 17697
GCF_002741825.1_ASM274182v1_ NZ_CP024377 31001
GCF_002741825.1_ASM274182v1_ NZ_CP024376 34702
GCF_002741825.1_ASM274182v1_ NZ_CP024374 48045
GCF_002741825.1_ASM274182v1_ NZ_CP024389 5885
GCF_002741825.1_ASM274182v1_ NZ_CP024372 73569
GCF_002741845.1_ASM274184v1_ NZ_CP024392 70082
GCF_002741845.1_ASM274184v1_ NZ_CP024403 13388
GCF_002741845.1_ASM274184v1_ NZ_CP024404 13410
GCF_002741845.1_ASM274184v1_ NZ_CP024405 11998
GCF_002741845.1_ASM274184v1_ NZ_CP024406 11614
GCF_002741845.1_ASM274184v1_ NZ_CP024394 30567
GCF_002741845.1_ASM274184v1_ NZ_CP024395 30091
GCF_002741845.1_ASM274184v1_ NZ_CP024396 28667
GCF_002741845.1_ASM274184v1_ NZ_CP024398 26599
GCF_002741845.1_ASM274184v1_ NZ_CP024399 23963
GCF_002741845.1_ASM274184v1_ NZ_CP024400 18333
GCF_002741845.1_ASM274184v1_ NZ_CP024401 15544
GCF_002741845.1_ASM274184v1_ NZ_CP024402 14207
GCF_002741845.1_ASM274184v1_ NZ_CP024397 27717
GCF_002741845.1_ASM274184v1_ NZ_CP024393 41127
GCF_002741845.1_ASM274184v1_ NZ_CP024407 5851
GCF_002741845.1_ASM274184v1_ NZ_CP024391 73492
GCF_002741885.1_ASM274188v1_ NZ_CP024166 135915
GCF_002741885.1_ASM274188v1_ NZ_CP024167 92392
GCF_002749495.1_ASM274949v1_ NZ_CP024423 327671
GCF_002749495.1_ASM274949v1_ NZ_CP024424 225271
GCF_002749495.1_ASM274949v1_ NZ_CP024425 167927
GCF_002749495.1_ASM274949v1_ NZ_CP024426 172023
GCF_002749495.1_ASM274949v1_ NZ_CP024427 114679
GCF_002749495.1_ASM274949v1_ NZ_CP024428 24567
GCF_002749655.1_ASM274965v1_ NZ_CP024415 39069
GCF_002749655.1_ASM274965v1_ NZ_CP024414 49515
GCF_002749655.1_ASM274965v1_ NZ_CP024417 9039
GCF_002749655.1_ASM274965v1_ NZ_CP024416 9042
GCF_002752655.1_ASM275265v1_ NZ_CP023738 285280
GCF_002752655.1_ASM275265v1_ NZ_CP023739 209102
GCF_002752655.1_ASM275265v1_ NZ_CP023740 180219
GCF_002752675.1_ASM275267v1_ NZ_CP024609 87120
GCF_002752695.1_ASM275269v1_ NZ_CP024454 7553
GCF_002752715.1_ASM275271v1_ NZ_CP024456 7549
GCF_002752735.1_ASM275273v1_ NZ_CP024452 7553
GCF_002752755.2_ASM275275v2_ NZ_CP024177 105686
GCF_002752755.2_ASM275275v2_ NZ_CP024178 97456
GCF_002752755.2_ASM275275v2_ NZ_CP024179 42981
GCF_002752775.1_ASM275277v1_ NZ_CP024490 71104
GCF_002752775.1_ASM275277v1_ NZ_CP024491 6657
GCF_002752775.1_ASM275277v1_ NZ_CP024492 5783
GCF_002752775.1_ASM275277v1_ NZ_CP024493 3514
GCF_002752775.1_ASM275277v1_ NZ_CP024494 3223
GCF_002752775.1_ASM275277v1_ NZ_CP024495 2723
GCF_002752795.2_ASM275279v2_ NZ_CP024181 63733
GCF_002752795.2_ASM275279v2_ NZ_CP024182 60481
GCF_002752795.2_ASM275279v2_ NZ_CP024183 58635
GCF_002752795.2_ASM275279v2_ NZ_CP024184 59088
GCF_002752815.1_ASM275281v1_ NZ_CP024483 243634
GCF_002752815.1_ASM275281v1_ NZ_CP024484 71104
GCF_002752815.1_ASM275281v1_ NZ_CP024485 4228
GCF_002752815.1_ASM275281v1_ NZ_CP024486 3514
GCF_002752815.1_ASM275281v1_ NZ_CP024487 3223
GCF_002752815.1_ASM275281v1_ NZ_CP024488 2723
GCF_002752905.1_ASM275290v1_ NZ_CP024497 212097
GCF_002752905.1_ASM275290v1_ NZ_CP024498 4064
GCF_002752955.1_ASM275295v1_ NZ_CP024459 211313
GCF_002752955.1_ASM275295v1_ NZ_CP024462 33858
GCF_002752955.1_ASM275295v1_ NZ_CP024461 77269
GCF_002752955.1_ASM275295v1_ NZ_CP024465 1551
GCF_002752955.1_ASM275295v1_ NZ_CP024463 10046
GCF_002752955.1_ASM275295v1_ NZ_CP024460 112745
GCF_002752955.1_ASM275295v1_ NZ_CP024464 2780
GCF_002752975.1_ASM275297v1_ NZ_CP024564 187611
GCF_002752975.1_ASM275297v1_ NZ_CP024565 147932
GCF_002752975.1_ASM275297v1_ NZ_CP024566 89345
GCF_002752975.1_ASM275297v1_ NZ_CP024567 4660
GCF_002752975.1_ASM275297v1_ NZ_CP024568 4510
GCF_002752975.1_ASM275297v1_ NZ_CP024569 3825
GCF_002752995.1_ASM275299v1_ NZ_CP024543 110374
GCF_002752995.1_ASM275299v1_ NZ_CP024544 71587
GCF_002753015.1_ASM275301v1_ NZ_CP024507 310025
GCF_002753015.1_ASM275301v1_ NZ_CP024506 2936
GCF_002753015.1_ASM275301v1_ NZ_CP024508 228353
GCF_002753015.1_ASM275301v1_ NZ_CP024509 140704
GCF_002753015.1_ASM275301v1_ NZ_CP024510 98344
GCF_002753015.1_ASM275301v1_ NZ_CP024511 3514
GCF_002753015.1_ASM275301v1_ NZ_CP024512 3377
GCF_002753015.1_ASM275301v1_ NZ_CP024513 3336
GCF_002753015.1_ASM275301v1_ NZ_CP024514 3223
GCF_002753015.1_ASM275301v1_ NZ_CP024505 3012
GCF_002753035.1_ASM275303v1_ NZ_CP024516 227807
GCF_002753035.1_ASM275303v1_ NZ_CP024517 212079
GCF_002753035.1_ASM275303v1_ NZ_CP024518 4064
GCF_002753035.1_ASM275303v1_ NZ_CP024519 3223
GCF_002753035.1_ASM275303v1_ NZ_CP024520 1916
GCF_002753055.1_ASM275305v1_ NZ_CP024522 221606
GCF_002753055.1_ASM275305v1_ NZ_CP024523 147932
GCF_002753055.1_ASM275305v1_ NZ_CP024524 89345
GCF_002753055.1_ASM275305v1_ NZ_CP024525 4660
GCF_002753055.1_ASM275305v1_ NZ_CP024526 4510
GCF_002753055.1_ASM275305v1_ NZ_CP024527 3825
GCF_002753075.1_ASM275307v1_ NZ_CP024529 221606
GCF_002753075.1_ASM275307v1_ NZ_CP024530 147932
GCF_002753075.1_ASM275307v1_ NZ_CP024531 89345
GCF_002753075.1_ASM275307v1_ NZ_CP024532 4660
GCF_002753075.1_ASM275307v1_ NZ_CP024533 4510
GCF_002753075.1_ASM275307v1_ NZ_CP024534 3825
GCF_002753165.1_ASM275316v1_ NZ_CP024536 187611
GCF_002753165.1_ASM275316v1_ NZ_CP024537 147932
GCF_002753165.1_ASM275316v1_ NZ_CP024538 89345
GCF_002753165.1_ASM275316v1_ NZ_CP024539 4660
GCF_002753165.1_ASM275316v1_ NZ_CP024540 4510
GCF_002753165.1_ASM275316v1_ NZ_CP024541 3825
GCF_002753355.1_ASM275335v1_ NZ_CP024546 110374
GCF_002753355.1_ASM275335v1_ NZ_CP024547 71587
GCF_002753405.1_ASM275340v1_ NZ_CP024550 187611
GCF_002753405.1_ASM275340v1_ NZ_CP024551 147932
GCF_002753405.1_ASM275340v1_ NZ_CP024552 89345
GCF_002753405.1_ASM275340v1_ NZ_CP024553 4660
GCF_002753405.1_ASM275340v1_ NZ_CP024554 4510
GCF_002753405.1_ASM275340v1_ NZ_CP024555 3825
GCF_002753555.1_ASM275355v1_ NZ_CP024557 217685
GCF_002753555.1_ASM275355v1_ NZ_CP024558 147945
GCF_002753555.1_ASM275355v1_ NZ_CP024559 89345
GCF_002753555.1_ASM275355v1_ NZ_CP024560 4660
GCF_002753555.1_ASM275355v1_ NZ_CP024561 4510
GCF_002753555.1_ASM275355v1_ NZ_CP024562 3825
GCF_002753605.1_ASM275360v1_ NZ_CP024571 187611
GCF_002753605.1_ASM275360v1_ NZ_CP024572 147932
GCF_002753605.1_ASM275360v1_ NZ_CP024573 90173
GCF_002753605.1_ASM275360v1_ NZ_CP024574 9326
GCF_002753605.1_ASM275360v1_ NZ_CP024575 3825
GCF_002753715.1_ASM275371v2_ NZ_CP024444 271709
GCF_002753715.1_ASM275371v2_ NZ_CP024445 134961
GCF_002753715.1_ASM275371v2_ NZ_CP024446 65541
GCF_002753715.1_ASM275371v2_ NZ_CP024447 61809
GCF_002753715.1_ASM275371v2_ NZ_CP024448 59633
GCF_002753715.1_ASM275371v2_ NZ_CP024449 46732
GCF_002753715.1_ASM275371v2_ NZ_CP024450 13817
GCF_002753915.1_ASM275391v1_ NZ_CP024577 15113
GCF_002753915.1_ASM275391v1_ NZ_CP024578 79335
GCF_002754815.1_ASM275481v1_ NZ_CP024584 127617
GCF_002754815.1_ASM275481v1_ NZ_CP024585 9720
GCF_002754815.1_ASM275481v1_ NZ_CP024582 382413
GCF_002754815.1_ASM275481v1_ NZ_CP024583 256041
GCF_002754815.1_ASM275481v1_ NZ_CP024587 143864
GCF_002754815.1_ASM275481v1_ NZ_CP024586 62676
GCF_002754815.1_ASM275481v1_ NZ_CP024589 11772
GCF_002754835.1_ASM275483v1_ NZ_CP024500 243620
GCF_002754835.1_ASM275483v1_ NZ_CP024501 212195
GCF_002754835.1_ASM275483v1_ NZ_CP024502 4064
GCF_002754835.1_ASM275483v1_ NZ_CP024503 3223
GCF_002759095.1_ASM275909v1_ NZ_CP020965 66609
GCF_002759095.1_ASM275909v1_ NZ_CP020966 48705
GCF_002759115.1_ASM275911v1_ NZ_CP020968 70765
GCF_002759115.1_ASM275911v1_ NZ_CP020969 56017
GCF_002759115.1_ASM275911v1_ NZ_CP020970 18149
GCF_002759155.1_ASM275915v1_ NZ_CP020976 78818
GCF_002759155.1_ASM275915v1_ NZ_CP020977 59029
GCF_002759155.1_ASM275915v1_ NZ_CP020978 52633
GCF_002759175.1_ASM275917v1_ NZ_CP020988 66554
GCF_002759195.1_ASM275919v1_ NZ_CP020990 66844
GCF_002759215.1_ASM275921v1_ NZ_CP020999 58402
GCF_002759215.1_ASM275921v1_ NZ_CP021000 5709
GCF_002759235.1_ASM275923v1_ NZ_CP021002 53202
GCF_002759235.1_ASM275923v1_ NZ_CP021005 26925
GCF_002759235.1_ASM275923v1_ NZ_CP021003 51342
GCF_002759235.1_ASM275923v1_ NZ_CP021004 43129
GCF_002759255.1_ASM275925v1_ NZ_CP021008 55125
GCF_002759255.1_ASM275925v1_ NZ_CP021009 27867
GCF_002759255.1_ASM275925v1_ NZ_CP021007 56614
GCF_002759255.1_ASM275925v1_ NZ_CP021010 12758
GCF_002759275.1_ASM275927v1_ NZ_CP020980 77006
GCF_002759295.1_ASM275929v1_ NZ_CP020982 68525
GCF_002759315.1_ASM275931v1_ NZ_CP020984 70194
GCF_002759335.1_ASM275933v1_ NZ_CP020986 67239
GCF_002759355.1_ASM275935v1_ NZ_CP020993 54803
GCF_002759355.1_ASM275935v1_ NZ_CP020995 35984
GCF_002759355.1_ASM275935v1_ NZ_CP020994 50161
GCF_002759355.1_ASM275935v1_ NZ_CP020996 12024
GCF_002759355.1_ASM275935v1_ NZ_CP020997 8055
GCF_002759395.1_ASM275939v1_ NZ_CP021017 71904
