Assembly Accession size
GCF_002900385.1_ASM290038v1_ NZ_CP025420 2128740
GCF_002902805.1_ASM290280v1_ NZ_CP026089 4038817
GCF_002902825.1_ASM290282v1_ NZ_CP026097 3038767
GCF_002902865.1_ASM290286v1_ NZ_CP026122 4759223
GCF_002902885.1_ASM290288v1_ NZ_CP026125 3787376
GCF_002902905.1_ASM290290v1_ NZ_CP026124 6648943
GCF_002902925.1_ASM290292v1_ NZ_CP026111 3621233
GCF_002902925.1_ASM290292v1_ NZ_CP026112 3002289
GCF_002902925.1_ASM290292v1_ NZ_CP026113 2682528
GCF_002902925.1_ASM290292v1_ NZ_CP026114 756439
GCF_002902945.1_ASM290294v1_ NZ_CP026101 3688145
GCF_002902945.1_ASM290294v1_ NZ_CP026102 2890530
GCF_002902945.1_ASM290294v1_ NZ_CP026103 2011334
GCF_002902945.1_ASM290294v1_ NZ_CP026104 442481
GCF_002902965.1_ASM290296v1_ NZ_CP026105 4021292
GCF_002902965.1_ASM290296v1_ NZ_CP026106 3269803
GCF_002902965.1_ASM290296v1_ NZ_CP026107 2439752
GCF_002902965.1_ASM290296v1_ NZ_CP026108 971216
GCF_002902965.1_ASM290296v1_ NZ_CP026109 725510
GCF_002902985.1_ASM290298v1_ NZ_CP026167 4832521
GCF_002903005.1_ASM290300v1_ NZ_CP026177 5616605
GCF_002903025.1_ASM290302v1_ NZ_CP026178 5403218
GCF_002903045.1_ASM290304v1_ NZ_CP026192 5956094
GCF_002903065.1_ASM290306v1_ NZ_CP026193 5267614
GCF_002903085.1_ASM290308v1_ NZ_CP026197 5904433
GCF_002903105.1_ASM290310v1_ NZ_CP026202 5103533
GCF_002903125.1_ASM290312v1_ NZ_CP026199 4869246
GCF_002903215.1_ASM290321v1_ NZ_CP026235 5334524
GCF_002903305.1_ASM290330v1_ NZ_CP026238 5016446
GCF_002903405.1_ASM290340v1_ NZ_CP026222 4797236
GCF_002903485.1_ASM290348v1_ NZ_CP026226 4817060
GCF_002905685.2_ASM290568v2_ NZ_CP026558 6109228
GCF_002905795.2_ASM290579v2_ NZ_CP026562 6242845
GCF_002905815.2_ASM290581v2_ NZ_CP026568 5929959
GCF_002906215.1_ASM290621v1_ NZ_CP024014 1617394
GCF_002906395.1_ASM290639v1_ NZ_CP026269 6252643
GCF_002906415.1_ASM290641v1_ NZ_CP026285 6190364
GCF_002906435.1_ASM290643v1_ NZ_CP026275 6179177
GCF_002906455.1_ASM290645v1_ NZ_CP026315 3641970
GCF_002906455.1_ASM290645v1_ NZ_CP026316 2153958
GCF_002906475.1_ASM290647v1_ NZ_CP026321 3469516
GCF_002906475.1_ASM290647v1_ NZ_CP026322 1956059
GCF_002906495.1_ASM290649v1_ NZ_CP026325 1670779
GCF_002906515.1_ASM290651v1_ NZ_CP026323 1666879
GCF_002906535.1_ASM290653v1_ NZ_CP026326 1666471
GCF_002906555.1_ASM290655v1_ NZ_CP026324 1666735
GCF_002906575.1_ASM290657v1_ NZ_CP026309 4250563
GCF_002906595.1_ASM290659v1_ NZ_CP024809 2593983
GCF_002906615.1_ASM290661v1_ NZ_CP025396 2593418
GCF_002906655.1_ASM290665v1_ NZ_CP025794 3530957
GCF_002906655.1_ASM290665v1_ NZ_CP025795 2081125
GCF_002906875.1_ASM290687v1_ NZ_CP025991 3359427
GCF_002910725.2_ASM291072v2_ NZ_CP029338 6975788
GCF_002910775.2_ASM291077v2_ NZ_CP029342 7703166
GCF_002934025.1_ASM293402v1_ NZ_CP026612 4456672
GCF_002934065.1_ASM293406v1_ NZ_CP018049 5986236
GCF_002934285.1_ASM293428v1_ NZ_CP026228 4984360
GCF_002934345.1_ASM293434v1_ NZ_CP026386 6313552
GCF_002934425.1_ASM293442v1_ NZ_CP026217 5216518
GCF_002934505.1_ASM293450v1_ NZ_CP026231 5079781
GCF_002934585.1_ASM293458v1_ NZ_CP026216 5246201
GCF_002934695.1_ASM293469v1_ NZ_CP026420 3307251
GCF_002934795.1_ASM293479v1_ NZ_CP026406 4801408
GCF_002934895.1_ASM293489v1_ NZ_CP026399 5277702
GCF_002934965.1_ASM293496v1_ NZ_CP026412 3795065
GCF_002935055.1_ASM293505v1_ NZ_CP026383 5268864
GCF_002935085.1_ASM293508v1_ NZ_CP026392 5531975
GCF_002935105.1_ASM293510v1_ NZ_CP026387 4781217
GCF_002943525.1_ASM294352v1_ NZ_CP025394 8963858
GCF_002943545.1_ASM294354v1_ NZ_CP025412 3190599
GCF_002943835.1_ASM294383v1_ NZ_CP026924 3058772
GCF_002943835.1_ASM294383v1_ NZ_CP026925 2329227
GCF_002943855.1_ASM294385v1_ NZ_CP027027 5036586
GCF_002943895.1_ASM294389v1_ NZ_CP027022 7467777
GCF_002944315.1_ASM294431v1_ NZ_CP024311 4162445
GCF_002944405.1_ASM294440v1_ NZ_CP024307 3967005
GCF_002944495.1_ASM294449v1_ NZ_CP026571 4021165
GCF_002944585.1_ASM294458v1_ NZ_CP026533 4166265
GCF_002944765.1_ASM294476v1_ NZ_CP026544 6543877
GCF_002944845.1_ASM294484v1_ NZ_CP026586 5302595
GCF_002944935.1_ASM294493v1_ NZ_CP014111 4829687
GCF_002944995.1_ASM294499v1_ NZ_CP014119 2497739
GCF_002945135.2_ASM294513v2_ NZ_CP026580 4833062
GCF_002945235.1_ASM294523v1_ NZ_CP026581 4012640
GCF_002945325.1_ASM294532v1_ NZ_CP026606 1714918
GCF_002945415.1_ASM294541v1_ NZ_CP026592 4119484
GCF_002945515.1_ASM294551v1_ NZ_CP026591 4201330
GCF_002945665.1_ASM294566v1_ NZ_CP026593 4119604
GCF_002945755.1_ASM294575v1_ NZ_CP026594 4177956
GCF_002945855.1_ASM294585v1_ NZ_CP026595 4119932
GCF_002945945.1_ASM294594v1_ NZ_CP026596 4119720
GCF_002946035.1_ASM294603v1_ NZ_CP026597 4119749
GCF_002946135.1_ASM294613v1_ NZ_CP026598 4120065
GCF_002946195.1_ASM294619v1_ NZ_CP026599 4119929
GCF_002946375.1_ASM294637v1_ NZ_CP026609 4846817
GCF_002946455.1_ASM294645v1_ NZ_CP026649 3602752
GCF_002946515.1_ASM294651v1_ NZ_CP026613 4093248
GCF_002946535.1_ASM294653v1_ NZ_CP026615 4093217
GCF_002946555.1_ASM294655v1_ NZ_CP026614 4093175
GCF_002946595.1_ASM294659v1_ NZ_CP026616 2914878
GCF_002946635.1_ASM294663v1_ NZ_CP026677 4784656
GCF_002946655.1_ASM294665v1_ NZ_CP026647 3015116
GCF_002946655.1_ASM294665v1_ NZ_CP026648 1046303
GCF_002946675.1_ASM294667v1_ NZ_CP026569 4679649
GCF_002946715.1_ASM294671v1_ NZ_CP026723 5492922
GCF_002946835.1_ASM294683v1_ NZ_CP026652 8541354
GCF_002946935.1_ASM294693v1_ NZ_CP026680 6645227
GCF_002947035.1_ASM294703v1_ NZ_CP026697 4798293
GCF_002947135.1_ASM294713v1_ NZ_CP026700 4870262
GCF_002947235.1_ASM294723v1_ NZ_CP026702 5472946
GCF_002947315.1_ASM294731v1_ NZ_CP026704 4368167
GCF_002947415.1_ASM294741v1_ NZ_CP026707 3993843
GCF_002947505.1_ASM294750v1_ NZ_CP026715 5883411
GCF_002947575.1_ASM294757v1_ NZ_CP026670 2221315
GCF_002947675.1_ASM294767v1_ NZ_CP026709 4919580
GCF_002947755.1_ASM294775v1_ NZ_CP026719 5104736
GCF_002947845.1_ASM294784v1_ NZ_CP026711 4028761
GCF_002947915.1_ASM294791v1_ NZ_CP026674 5919083
GCF_002947975.1_ASM294797v1_ NZ_CP026676 5652054
GCF_002948105.1_ASM294810v1_ NZ_CP026675 6172256
GCF_002948215.1_ASM294821v1_ NZ_CP026743 3291849
GCF_002948295.1_ASM294829v1_ NZ_CP025509 4760731
GCF_002948565.1_ASM294856v1_ NZ_CP026751 5451057
GCF_002948655.1_ASM294865v1_ NZ_CP026755 4987160
GCF_002948835.1_ASM294883v1_ NZ_CP026756 5264003
GCF_002948925.1_ASM294892v1_ NZ_CP026761 3871930
GCF_002948995.1_ASM294899v1_ NZ_CP026744 2126408
GCF_002949085.1_ASM294908v1_ NZ_CP026747 4005916
GCF_002949635.1_ASM294963v1_ NZ_CP026746 6320090
GCF_002949735.1_ASM294973v1_ NZ_CP026681 8214648
GCF_002949795.1_ASM294979v1_ NZ_CP026692 7061466
GCF_002949975.1_ASM294997v1_ NZ_CP026880 6548975
GCF_002949995.1_ASM294999v1_ NZ_CP026881 6289439
GCF_002950495.1_ASM295049v1_ NZ_CP026750 3893541
GCF_002950575.1_ASM295057v1_ NZ_CP026923 1760810
GCF_002950695.1_ASM295069v1_ NZ_CP026847 1495237
GCF_002950945.1_ASM295094v1_ NZ_CP012673 14557589
GCF_002951115.1_ASM295111v1_ NZ_CP014014 4820221
GCF_002951195.1_ASM295119v1_ NZ_CP014018 5326503
GCF_002951295.1_ASM295129v1_ NZ_CP014019 4002679
GCF_002951395.1_ASM295139v1_ NZ_CP014020 3998386
GCF_002951455.1_ASM295145v1_ NZ_CP014021 3998385
GCF_002951475.1_ASM295147v1_ NZ_CP014025 4865091
GCF_002951555.1_ASM295155v1_ NZ_CP018883 5309490
GCF_002951575.1_ASM295157v1_ NZ_CP018907 2203850
GCF_002951595.1_ASM295159v1_ NZ_CP018885 5368065
GCF_002951615.1_ASM295161v1_ NZ_CP019062 4643505
GCF_002951635.1_ASM295163v1_ NZ_CP014123 5264538
GCF_002951835.1_ASM295183v1_ NZ_CP019448 2469862
GCF_002951855.1_ASM295185v1_ NZ_CP019455 4685056
GCF_002951875.1_ASM295187v1_ NZ_CP019651 4288947
GCF_002951895.1_ASM295189v1_ NZ_CP019652 4023351
GCF_002951915.1_ASM295191v1_ NZ_CP019655 4489122
GCF_002951935.1_ASM295193v1_ NZ_CP019659 4268596
GCF_002951955.1_ASM295195v1_ NZ_CP019644 2610419
GCF_002951975.1_ASM295197v1_ NZ_CP019700 1674002
GCF_002951995.1_ASM295199v1_ NZ_CP019797 3660864
GCF_002952015.1_ASM295201v1_ NZ_CP020656 2718638
GCF_002952055.1_ASM295205v1_ NZ_CP021255 2774417
GCF_002952075.1_ASM295207v1_ NZ_CP021490 2000087
GCF_002952135.1_ASM295213v1_ NZ_CP022344 4939655
GCF_002952215.1_ASM295221v1_ NZ_CP022600 3279145
GCF_002952295.1_ASM295229v1_ NZ_CP023285 5148873
GCF_002952315.1_ASM295231v1_ NZ_CP023567 4027225
GCF_002952355.1_ASM295235v1_ NZ_CP024016 1674080
GCF_002952455.1_ASM295245v1_ NZ_CP024021 1674015
GCF_002952475.1_ASM295247v1_ NZ_CP024022 1674013
GCF_002952495.1_ASM295249v1_ NZ_CP024023 1674013
GCF_002952515.1_ASM295251v1_ NZ_CP024079 1674018
GCF_002952535.1_ASM295253v1_ NZ_CP024078 1674019
GCF_002952555.1_ASM295255v1_ NZ_CP024076 1674009
GCF_002952575.1_ASM295257v1_ NZ_CP024074 1673951
GCF_002952595.1_ASM295259v1_ NZ_CP024073 1674009
GCF_002952615.1_ASM295261v1_ NZ_CP024077 1674020
GCF_002952635.1_ASM295263v1_ NZ_CP024075 1674026
GCF_002952655.1_ASM295265v1_ NZ_CP024072 1674010
GCF_002952675.1_ASM295267v1_ NZ_CP024071 1674018
GCF_002952695.1_ASM295269v1_ NZ_CP025318 5052887
GCF_002952715.2_ASM295271v2_ NZ_CP025031 2632932
GCF_002952735.1_ASM295273v1_ NZ_CP025034 4826854
GCF_002952755.1_ASM295275v1_ NZ_CP025011 1450269
GCF_002952835.1_ASM295283v1_ NZ_CP026341 751310
GCF_002952855.1_ASM295285v1_ NZ_CP026346 4651843
GCF_002952875.1_ASM295287v1_ NZ_CP026348 4651848
GCF_002952895.1_ASM295289v1_ NZ_CP026349 4651793
GCF_002952915.1_ASM295291v1_ NZ_CP026354 4651849
GCF_002952935.1_ASM295293v1_ NZ_CP026355 4651849
GCF_002952955.1_ASM295295v1_ NZ_CP026359 4651848
GCF_002952975.1_ASM295297v1_ NZ_CP026327 4900326
GCF_002952995.1_ASM295299v1_ NZ_CP026343 4651842
GCF_002953015.1_ASM295301v1_ NZ_CP026342 4651847
GCF_002953035.1_ASM295303v1_ NZ_CP026345 4651843
GCF_002953055.1_ASM295305v1_ NZ_CP026351 4651848
GCF_002953075.1_ASM295307v1_ NZ_CP026356 4651848
GCF_002953095.1_ASM295309v1_ NZ_CP026360 4651849
GCF_002953115.1_ASM295311v1_ NZ_CP026332 5902716
GCF_002953155.1_ASM295315v1_ NZ_CP026381 4155153
GCF_002953195.1_ASM295319v1_ NZ_CP026377 4527605
GCF_002953215.1_ASM295321v1_ NZ_CP026378 4308453
GCF_002953235.1_ASM295323v1_ NZ_CP026374 2337575
GCF_002953275.1_ASM295327v1_ NZ_CP026500 2337498
GCF_002953295.1_ASM295329v1_ NZ_CP014071 5284722
GCF_002953315.1_ASM295331v1_ NZ_CP026499 2337549
GCF_002953335.1_ASM295333v1_ NZ_CP014094 3274995
GCF_002953335.1_ASM295333v1_ NZ_CP014095 1773503
GCF_002953355.1_ASM295335v1_ NZ_CP014134 3256603
GCF_002953355.1_ASM295335v1_ NZ_CP014133 1875198
GCF_002953375.1_ASM295337v1_ NZ_CP014033 3150565
GCF_002953375.1_ASM295337v1_ NZ_CP014032 1716983
GCF_002953395.1_ASM295339v1_ NZ_CP014036 3393494
GCF_002953395.1_ASM295339v1_ NZ_CP014037 2032660
GCF_002953415.1_ASM295341v1_ NZ_CP026516 2749481
GCF_002953435.1_ASM295343v1_ NZ_CP026491 5087117
GCF_002953455.1_ASM295345v1_ NZ_CP026473 4840855
GCF_002953515.1_ASM295351v1_ NZ_CP014053 3418310
GCF_002953515.1_ASM295351v1_ NZ_CP014054 1810594
GCF_002953535.1_ASM295353v1_ NZ_CP014040 3434696
GCF_002953535.1_ASM295353v1_ NZ_CP014041 1833981
GCF_002953555.1_ASM295355v1_ NZ_CP026515 1668735
GCF_002953575.1_ASM295357v1_ NZ_CP024620 3157380
GCF_002953595.1_ASM295359v1_ NZ_CP024715 2121368
GCF_002953595.1_ASM295359v1_ NZ_CP024716 1177802
GCF_002953655.1_ASM295365v1_ NZ_CP025839 2103571
GCF_002953715.1_ASM295371v1_ NZ_CP025012 4906123
GCF_002953735.1_ASM295373v1_ NZ_CP025536 2065522
GCF_002953755.1_ASM295375v1_ NZ_CP026344 4651849
GCF_002953775.1_ASM295377v1_ NZ_CP026347 4651842
GCF_002953795.1_ASM295379v1_ NZ_CP026350 4651849
GCF_002953815.1_ASM295381v1_ NZ_CP026352 4651849
GCF_002953835.1_ASM295383v1_ NZ_CP026353 4651849
GCF_002953855.1_ASM295385v1_ NZ_CP026357 4651848
GCF_002953875.1_ASM295387v1_ NZ_CP026358 4651765
GCF_002953895.1_ASM295389v1_ NZ_CP026361 4651857
GCF_002953935.1_ASM295393v1_ NZ_CP026514 4270237
GCF_002953955.1_ASM295395v1_ NZ_CP026524 2337541
GCF_002953975.1_ASM295397v1_ NZ_CP014045 3372141
GCF_002953975.1_ASM295397v1_ NZ_CP014044 1806127
GCF_002954055.1_ASM295405v1_ NZ_CP014132 2485441
GCF_002954165.1_ASM295416v1_ NZ_CP026850 4684119
GCF_002954185.1_ASM295418v1_ NZ_CP016608 2508097
GCF_002954205.1_ASM295420v1_ NZ_CP016610 2508296
GCF_002960215.1_ASM296021v1_ NZ_CP019305 2990071
GCF_002966125.1_ASM296612v1_ NZ_CP027062 3182272
GCF_002966495.1_ASM296649v1_ NZ_CP016490 3650492
GCF_002966515.1_ASM296651v1_ NZ_CP023019 5266746
GCF_002966555.1_ASM296655v1_ NZ_CP019871 6220728
GCF_002966575.1_ASM296657v1_ NZ_CP020006 1857175
GCF_002966595.1_ASM296659v1_ NZ_CP020007 1857048
GCF_002966615.1_ASM296661v1_ NZ_CP020008 1886450
GCF_002966635.1_ASM296663v1_ NZ_CP020009 1886411
GCF_002966655.1_ASM296665v1_ NZ_CP020010 1823096
GCF_002966675.1_ASM296667v1_ NZ_CP020011 1823172
GCF_002966695.1_ASM296669v1_ NZ_CP020012 1901558
GCF_002966715.1_ASM296671v1_ NZ_CP020013 1901533
GCF_002966735.1_ASM296673v1_ NZ_CP020014 1813865
GCF_002966755.1_ASM296675v1_ NZ_CP020025 4687045
GCF_002966775.1_ASM296677v1_ NZ_CP023269 6211636
GCF_002966795.1_ASM296679v1_ NZ_CP023270 6340208
GCF_002966815.1_ASM296681v1_ NZ_CP023271 4694453
GCF_002966835.1_ASM296683v1_ NZ_CP023272 6100532
GCF_002966855.1_ASM296685v1_ NZ_CP023268 4986519
GCF_002966955.1_ASM296695v1_ NZ_CP026673 4332232
GCF_002968395.1_ASM296839v1_ NZ_CP027188 2893517
GCF_002968415.1_ASM296841v1_ NZ_CP026610 4322979
GCF_002968455.1_ASM296845v1_ NZ_CP027142 4847226
GCF_002968475.1_ASM296847v1_ NZ_CP027146 5274107
GCF_002968495.1_ASM296849v1_ NZ_CP027160 5194420
GCF_002968515.1_ASM296851v1_ NZ_CP027165 6463575
GCF_002968585.1_ASM296858v1_ NZ_CP027171 6747010
GCF_002968655.1_ASM296865v1_ NZ_CP027172 7240677
GCF_002968695.1_ASM296869v1_ NZ_CP027174 7012922
GCF_002968715.1_ASM296871v1_ NZ_CP027140 4625479
GCF_002968735.1_ASM296873v1_ NZ_CP027134 5211570
GCF_002968755.1_ASM296875v1_ NZ_CP027169 6586916
GCF_002968775.1_ASM296877v1_ NZ_CP027177 4139887
GCF_002968955.1_ASM296895v1_ NZ_CP027166 7162784
GCF_002969195.1_ASM296919v1_ NZ_CP021325 3002491
GCF_002970895.1_ASM297089v1_ NZ_CP027189 5458646
GCF_002970915.1_ASM297091v1_ NZ_CP027190 2494909
GCF_002970935.1_ASM297093v1_ NZ_CP027194 2449069
GCF_002973655.1_ASM297365v1_ NZ_CP027287 1863540
GCF_002975475.1_ASM297547v1_ NZ_CP027035 4355637
GCF_002982095.1_ASM298209v1_ NZ_CP019681 4685718
GCF_002982115.1_ASM298211v1_ NZ_CP019980 4681723
GCF_002982135.1_ASM298213v1_ NZ_CP019981 2137091
GCF_002982155.1_ASM298215v1_ NZ_CP020018 1758362
GCF_002982175.1_ASM298217v1_ NZ_CP020023 4141030
GCF_002982195.1_ASM298219v1_ NZ_CP020089 5272177
GCF_002983625.1_ASM298362v1_ NZ_CP027397 4960650
GCF_002983645.1_ASM298364v1_ NZ_CP027394 5277316
GCF_002983665.1_ASM298366v1_ NZ_CP027398 4394489
GCF_002983685.1_ASM298368v1_ NZ_CP027400 1675227
GCF_002983705.1_ASM298370v1_ NZ_CP027404 1645738
GCF_002983785.1_ASM298378v1_ NZ_CP027402 2550968
GCF_002983865.1_ASM298386v1_ NZ_CP027407 4133061
GCF_002983965.1_ASM298396v1_ NZ_CP027414 4822237
GCF_002984035.1_ASM298403v1_ NZ_CP027412 4776422
GCF_002984125.1_ASM298412v1_ NZ_CP027405 1941980
GCF_002984195.1_ASM298419v1_ NZ_CP027418 4518601
GCF_002984285.1_ASM298428v1_ NZ_CP027410 4972718
GCF_002984395.1_ASM298439v1_ NZ_CP027426 5853942
GCF_002984485.1_ASM298448v1_ NZ_CP027417 2511315
GCF_002984565.1_ASM298456v1_ NZ_CP027422 2557319
GCF_002993105.1_ASM299310v1_ NZ_CP027365 3132860
GCF_002993265.1_ASM299326v1_ NZ_CP027430 4607960
GCF_002993285.1_ASM299328v1_ NZ_CP027433 4006485
GCF_002993305.1_ASM299330v1_ NZ_CP027434 3478219
GCF_002993925.1_ASM299392v1_ NZ_CP023665 4376831
GCF_002993945.1_ASM299394v1_ NZ_CP023666 4464381
GCF_002995515.1_ASM299551v1_ NZ_CP027526 4155740
GCF_002995535.1_ASM299553v1_ NZ_CP027527 4155740
GCF_002995555.1_ASM299555v1_ NZ_CP023477 2088369
GCF_002996665.1_ASM299666v1_ NZ_CP027255 4933784
GCF_002996805.1_ASM299680v1_ NZ_CP027528 4149444
GCF_002996885.1_ASM299688v1_ NZ_CP027533 5309542
GCF_002996945.1_ASM299694v1_ NZ_CP027534 5022408
GCF_002997005.1_ASM299700v1_ NZ_CP027538 6822666
GCF_002997125.1_ASM299712v1_ NZ_CP027539 5284831
GCF_002997215.1_ASM299721v1_ NZ_CP024867 3015093
GCF_002997215.1_ASM299721v1_ NZ_CP024868 1070367
GCF_002997735.1_ASM299773v1_ NZ_CP027206 1072968
GCF_002997815.1_ASM299781v1_ NZ_CP027208 1072952
GCF_002997915.1_ASM299791v1_ NZ_CP027209 1072948
GCF_002997935.1_ASM299793v1_ NZ_CP027210 1072952
GCF_002997955.1_ASM299795v1_ NZ_CP027211 1072986
GCF_002997975.1_ASM299797v1_ NZ_CP027212 1072952
GCF_002997995.1_ASM299799v1_ NZ_CP027213 1072947
GCF_002998015.1_ASM299801v1_ NZ_CP027215 1072945
GCF_002998035.1_ASM299803v1_ NZ_CP027216 1072951
GCF_002998115.1_ASM299811v1_ NZ_CP027217 1072960
GCF_002998175.1_ASM299817v1_ NZ_CP027207 1072948
GCF_002998235.1_ASM299823v1_ NZ_CP027214 1072947
GCF_002998295.1_ASM299829v1_ NZ_CP027226 1785891
GCF_002998355.1_ASM299835v1_ NZ_CP027227 5242681
GCF_002998435.1_ASM299843v1_ NZ_CP027231 3361794
GCF_002998535.1_ASM299853v1_ NZ_CP027234 3608975
GCF_002998595.1_ASM299859v1_ NZ_CP027235 1805716
GCF_002998695.1_ASM299869v1_ NZ_CP027242 1646831
GCF_002998835.1_ASM299883v1_ NZ_CP027232 2654246
GCF_002998925.1_ASM299892v1_ NZ_CP027228 1815831
GCF_002999035.1_ASM299903v1_ NZ_CP027241 3201383
GCF_002999075.1_ASM299907v1_ NZ_CP027126 4877957
GCF_002999115.1_ASM299911v1_ NZ_CP027250 3958298
GCF_002999135.1_ASM299913v1_ NZ_CP027229 2962157
GCF_002999155.1_ASM299915v1_ NZ_CP027238 3400009
GCF_002999175.1_ASM299917v1_ NZ_CP026660 4698699
GCF_002999195.1_ASM299919v1_ NZ_CP027246 3991275
GCF_002999215.2_ASM299921v2_ NZ_CP027254 3845988
GCF_002999235.1_ASM299923v1_ NZ_CP027236 3244017
GCF_002999255.1_ASM299925v1_ NZ_CP022508 781099
GCF_002999275.1_ASM299927v1_ NZ_CP022513 813801
GCF_002999295.1_ASM299929v1_ NZ_CP022505 773885
GCF_002999415.1_ASM299941v1_ NZ_CP022512 793277
GCF_002999435.1_ASM299943v1_ NZ_CP022514 738512
GCF_003001655.1_ASM300165v1_ NZ_CP027543 4400660
GCF_003003495.1_ASM300349v1_ NZ_CP027540 2046572
GCF_003003515.1_ASM300351v1_ NZ_CP021256 3661362
GCF_003003535.1_ASM300353v1_ NZ_CP021260 3581477
GCF_003003555.1_ASM300355v1_ NZ_CP021261 3546234
GCF_003003595.1_ASM300359v1_ NZ_CP021263 3474810
GCF_003003675.1_ASM300367v1_ NZ_CP021264 3471959
GCF_003003755.1_ASM300375v1_ NZ_CP021265 3555279
GCF_003003815.1_ASM300381v1_ NZ_CP021269 3403366
GCF_003003865.1_ASM300386v1_ NZ_CP021257 3611000
GCF_003003955.1_ASM300395v1_ NZ_CP021258 3487066
GCF_003004065.1_ASM300406v1_ NZ_CP021259 3412234
GCF_003004115.1_ASM300411v1_ NZ_CP021262 3458918
GCF_003004135.1_ASM300413v1_ NZ_CP021266 3426115
GCF_003004155.1_ASM300415v1_ NZ_CP021267 3404198
GCF_003004175.1_ASM300417v1_ NZ_CP021268 3436658
GCF_003004195.1_ASM300419v1_ NZ_CP021272 3498323
GCF_003004215.1_ASM300421v1_ NZ_CP021277 3548205
GCF_003004235.1_ASM300423v1_ NZ_CP021274 3503573
GCF_003004255.1_ASM300425v1_ NZ_CP021279 3461540
GCF_003004275.1_ASM300427v1_ NZ_CP021281 3588028
GCF_003004295.1_ASM300429v1_ NZ_CP021283 3439446
GCF_003004315.1_ASM300431v1_ NZ_CP021286 3508676
GCF_003004335.1_ASM300433v1_ NZ_CP021270 3363033
GCF_003006035.1_ASM300603v1_ NZ_CP027530 4040515
GCF_003006055.1_ASM300605v1_ NZ_CP017428 2679685
GCF_003006075.1_ASM300607v1_ NZ_CP017430 2685102
GCF_003006115.1_ASM300611v1_ NZ_CP022578 4413669
GCF_003006135.1_ASM300613v1_ NZ_CP022577 4413712
GCF_003006155.1_ASM300615v1_ NZ_CP023559 4276240
GCF_003006175.1_ASM300617v1_ NZ_CP024429 5394870
GCF_003006415.1_ASM300641v1_ NZ_CP027569 2566193
GCF_003006435.1_ASM300643v1_ NZ_CP027562 4932325
GCF_003008495.1_ASM300849v1_ NZ_CP027664 4454378
GCF_003008515.1_ASM300851v1_ NZ_CP027668 4494445
GCF_003008535.1_ASM300853v1_ NZ_CP027666 3901011
GCF_003008555.1_ASM300855v1_ NZ_CP027665 3892138
GCF_003008575.1_ASM300857v1_ NZ_CP027667 3754020
GCF_003008595.1_ASM300859v1_ NZ_CP027669 3917216
GCF_003008615.1_ASM300861v1_ NZ_CP027657 5773548
GCF_003008635.1_ASM300863v1_ NZ_CP027656 6818002
GCF_003010455.1_ASM301045v1_ NZ_CP027427 2462443
GCF_003010495.1_ASM301049v1_ NZ_CP027570 2478942
GCF_003010595.1_ASM301059v1_ NZ_CP027602 5141392
GCF_003010655.1_ASM301065v1_ NZ_CP027607 3944627
GCF_003010675.1_ASM301067v1_ NZ_CP027611 4233827
GCF_003010695.1_ASM301069v1_ NZ_CP027618 4971441
GCF_003010715.1_ASM301071v1_ NZ_CP027643 2106982
GCF_003010715.1_ASM301071v1_ NZ_CP027642 1170326
GCF_003010735.1_ASM301073v1_ NZ_CP027612 5065840
GCF_003010875.1_ASM301087v1_ NZ_CP020354 2707649
GCF_003012915.1_ASM301291v1_ NZ_CP027770 2479423
GCF_003013205.1_ASM301320v1_ NZ_CP027105 4620018
GCF_003013315.1_ASM301331v1_ NZ_CP026678 5417196
GCF_003013675.1_ASM301367v1_ NZ_CP027793 5251559
GCF_003013695.1_ASM301369v1_ NZ_CP027792 3358427
GCF_003014775.1_ASM301477v1_ NZ_CP027804 4911246
GCF_003015125.1_ASM301512v1_ NZ_CP027850 4655467
GCF_003015145.1_ASM301514v1_ NZ_CP027845 1472411
GCF_003015165.1_ASM301516v1_ NZ_CP027856 4508901
GCF_003015185.1_ASM301518v1_ NZ_CP027860 5971549
GCF_003015225.1_ASM301522v1_ NZ_CP028094 3574310
GCF_003015715.1_ASM301571v1_ NZ_CP028127 4909766
GCF_003017265.1_ASM301726v1_ NZ_CP027781 4002680
GCF_003017335.1_ASM301733v1_ NZ_CP027780 3978960
GCF_003017375.1_ASM301737v1_ NZ_CP027219 5500189
GCF_003017455.1_ASM301745v1_ NZ_CP027221 5313278
GCF_003017555.1_ASM301755v1_ NZ_CP027307 5364442
GCF_003017615.1_ASM301761v1_ NZ_CP027310 4949048
GCF_003017675.1_ASM301767v1_ NZ_CP027319 4717123
GCF_003017765.1_ASM301776v1_ NZ_CP027323 5426201
GCF_003017805.1_ASM301780v1_ NZ_CP027325 5135675
GCF_003017915.1_ASM301791v1_ NZ_CP027338 5597475
GCF_003017935.1_ASM301793v1_ NZ_CP027340 5366577
GCF_003017975.1_ASM301797v1_ NZ_CP027347 5317846
GCF_003017995.1_ASM301799v1_ NZ_CP027368 4965987
GCF_003018035.1_ASM301803v1_ NZ_CP027390 5802748
GCF_003018055.1_ASM301805v1_ NZ_CP027442 5636732
GCF_003018075.1_ASM301807v1_ NZ_CP027445 5196105
GCF_003018095.1_ASM301809v1_ NZ_CP027452 4799014
GCF_003018115.1_ASM301811v1_ NZ_CP027457 5001754
GCF_003018135.1_ASM301813v1_ NZ_CP027472 5671594
GCF_003018155.1_ASM301815v1_ NZ_CP027548 5303935
