Gene,Sample,Protein accession,e.value,Score,NCBI.ID,Alignment length,Percent alignment
CAT,Bacterial genome,CLM_RS10610,5.7e-74,255.9,NC_012563,217,1
ClassA,Bacterial genome,CLM_RS03750,1.4e-92,317.7,NC_012563,281,0.95578231292517
tetQ,Bacterial genome,CLK_RS10840,1.2e-83,289.3,NC_010520,601,0.914764079147641
CAT,Bacterial genome,CLK_RS10465,1.9e-73,254.2,NC_010520,217,1
CAT,Bacterial genome,CLJU_RS12780,7.2e-52,183.6,NC_014328,208,0.95852534562212
tetQ,Bacterial genome,CLJU_RS12135,1.4e-88,305.6,NC_014328,600,0.91324200913242
tetA,Bacterial genome,CLJU_RS06935,8.4e-89,305.9,NC_014328,385,0.948275862068966
CAT,Bacterial genome,CLJ_RS16390,1.2e-87,300.6,NC_012658,215,0.990783410138249
CAT,Bacterial genome,CLJ_RS12165,4.6e-74,256.2,NC_012658,217,1
tetQ,Bacterial genome,CLD_RS10365,1.7e-84,292.1,NC_010516,603,0.917808219178082
CAT,Bacterial genome,CLD_RS10055,4.6e-73,252.9,NC_010516,217,1
CAT,Bacterial genome,CLD_RS04000,1.5e-80,277.3,NC_010516,205,0.944700460829493
tetQ,Bacterial genome,CLC_2046,3.3e-86,297.7,NC_009698,602,0.916286149162861
CAT,Bacterial genome,CLC_1966,1.3e-73,254.7,NC_009698,217,1
ClassA,Bacterial genome,CKR_RS13675,7.6e-95,325.2,NC_011837,282,0.959183673469388
ANT9,Bacterial genome,CKR_RS12295,2.4e-103,352.5,NC_011837,257,0.988461538461539
ANT6,Bacterial genome,CKR_RS01320,3.2e-66,231,NC_011837,274,0.951388888888889
adeB,Bacterial genome,CKO_RS19945,0,1462.5,NC_009792,1033,0.998067632850242
tolC,Bacterial genome,CKO_RS18905,5.9e-195,656,NC_009792,440,1.00227790432802
adeB,Bacterial genome,CKO_RS12065,0,1319.7,NC_009792,1028,0.993236714975845
vanC,Bacterial genome,CKO_RS11905,4.9e-69,240.7,NC_009792,347,0.991428571428571
adeB,Bacterial genome,CKO_RS11435,0,1485.9,NC_009792,1039,1.00386473429952
ClassA,Bacterial genome,CKO_RS07400,2.5e-92,316.9,NC_009792,278,0.945578231292517
adeB,Bacterial genome,CKO_RS01440,0,1427,NC_009792,1033,0.998067632850242
ClassA,Bacterial genome,CKL_RS14155,7.6e-95,325.2,NC_009706,282,0.959183673469388
ANT9,Bacterial genome,CKL_RS12775,2.4e-103,352.5,NC_009706,257,0.988461538461539
ANT6,Bacterial genome,CKL_RS01315,3.2e-66,231,NC_009706,274,0.951388888888889
intI,Bacterial genome,CJA_RS15335,1.1e-131,446.3,NC_010995,317,0.993730407523511
ClassA,Bacterial genome,CJA_RS14960,1.1e-105,360.7,NC_010995,283,0.962585034013605
tolC,Bacterial genome,CJA_RS14010,1.4e-96,331.9,NC_010995,440,1.00227790432802
adeB,Bacterial genome,CJA_RS07195,0,1486.1,NC_010995,1035,1
tetA,Bacterial genome,CHU_RS01380,2e-103,354.1,NC_008255,383,0.943349753694581
adeB,Bacterial genome,CHRO_RS13635,0,1023.1,NC_019695,1037,1.00193236714976
adeB,Bacterial genome,CHRO_RS10510,0,1051.8,NC_019695,1032,0.997101449275362
ClassC,Bacterial genome,CH92_RS21055,4.9e-155,523.7,NZ_CP007441,370,0.961038961038961
adeB,Bacterial genome,CH92_RS19250,0,1459.3,NZ_CP007441,1028,0.993236714975845
tolC,Bacterial genome,CH92_RS18555,1.1e-92,319,NZ_CP007441,429,0.977220956719818
intI,Bacterial genome,CH92_RS17190,6e-149,503,NZ_CP007441,317,0.993730407523511
adeB,Bacterial genome,CH92_RS11290,0,1043.8,NZ_CP007441,1044,1.00869565217391
mexE,Bacterial genome,CH92_RS11285,2.7e-193,650.4,NZ_CP007441,393,0.949275362318841
tetM,Bacterial genome,CH51_RS02105,0,1519.4,NZ_CP007499,638,0.998435054773083
ClassA,Bacterial genome,CH51_RS00300,8.9e-95,324.9,NZ_CP007499,278,0.945578231292517
ClassC,Bacterial genome,CFU_RS18320,3.1e-160,540.8,NC_015856,360,0.935064935064935
adeB,Bacterial genome,CFU_RS13360,0,1019.6,NC_015856,1044,1.00869565217391
tetA,Bacterial genome,CFU_RS11610,4.6e-93,320,NC_015856,374,0.921182266009852
tolC,Bacterial genome,CFU_RS09470,6.5e-92,316.5,NC_015856,428,0.9749430523918
ClassA,Bacterial genome,CFU_RS07090,3.1e-104,356,NC_015856,271,0.921768707482993
tolC,Bacterial genome,CFU_RS04340,7.7e-122,415.1,NC_015856,426,0.970387243735763
adeB,Bacterial genome,CFU_RS04325,0,1430.5,NC_015856,1030,0.995169082125604
adeB,Bacterial genome,CFNIH1_RS23380,0,1412.8,NZ_CP007557,1029,0.994202898550725
adeB,Bacterial genome,CFNIH1_RS21490,0,1223.4,NZ_CP007557,1033,0.998067632850242
qnr,Bacterial genome,CFNIH1_RS18460,4.9e-106,360.9,NZ_CP007557,212,0.972477064220184
ANT3,Bacterial genome,CFNIH1_RS14080,1.7e-82,284,NZ_CP007557,256,0.973384030418251
adeB,Bacterial genome,CFNIH1_RS12295,0,1498.7,NZ_CP007557,1040,1.0048309178744
ClassC,Bacterial genome,CFNIH1_RS08310,6e-191,641.9,NZ_CP007557,380,0.987012987012987
ANT3,Bacterial genome,CFNIH1_RS06065,1.1e-164,553.4,NZ_CP007557,262,0.996197718631179
intI,Bacterial genome,CFNIH1_RS06055,1.5e-151,511.6,NZ_CP007557,317,0.993730407523511
sul2,Bacterial genome,CFNIH1_RS06025,1.5e-81,281.4,NZ_CP007557,257,0.944852941176471
CAT,Bacterial genome,CFNIH1_RS06015,3.1e-63,220.8,NZ_CP007557,203,0.935483870967742
intI,Bacterial genome,CFNIH1_RS06005,1.5e-151,511.6,NZ_CP007557,317,0.993730407523511
CAT,Bacterial genome,CFNIH1_RS05980,2.4e-85,293.1,NZ_CP007557,208,0.95852534562212
adeB,Bacterial genome,CFNIH1_RS03500,0,1466.5,NZ_CP007557,1032,0.997101449275362
tolC,Bacterial genome,CFNIH1_RS02380,1.3e-195,658.3,NZ_CP007557,439,1
adeB,Bacterial genome,CFNIH1_RS00110,0,1399.4,NZ_CP007557,1031,0.996135265700483
vanC,Bacterial genome,CEA_RS14830,3.7e-70,244.4,NC_017295,335,0.957142857142857
tetQ,Bacterial genome,CEA_RS07510,2.7e-154,522.7,NC_017295,622,0.946727549467275
tetQ,Bacterial genome,CEA_RS04515,5e-79,274,NC_017295,607,0.923896499238965
tetA,Bacterial genome,CEA_RS04050,1.4e-93,321.7,NC_017295,391,0.963054187192118
sul2,Bacterial genome,CDBH8_RS11435,8.5e-82,282.2,NC_016800,258,0.948529411764706
intI,Bacterial genome,CDBH8_RS11430,1.4e-150,508.4,NC_016800,317,0.993730407523511
tetW,Bacterial genome,CDBH8_RS04550,0,1473.8,NC_016800,638,0.998435054773083
sul2,Bacterial genome,CDBH8_RS04535,8.5e-82,282.2,NC_016800,258,0.948529411764706
ClassC,Bacterial genome,CD58_RS19175,6.4e-167,562.8,NZ_CP007410,357,0.927272727272727
adeB,Bacterial genome,CD58_RS14735,0,1043.1,NZ_CP007410,1041,1.00579710144928
mexE,Bacterial genome,CD58_RS14730,1.4e-194,654.6,NZ_CP007410,397,0.958937198067633
adeB,Bacterial genome,CD58_RS11605,0,1477.6,NZ_CP007410,1026,0.991304347826087
adeB,Bacterial genome,CD58_RS10390,0,1421.3,NZ_CP007410,1032,0.997101449275362
adeB,Bacterial genome,CD58_RS06875,0,1442.2,NZ_CP007410,1038,1.00289855072464
tolC,Bacterial genome,CD58_RS02530,6.5e-95,326.3,NZ_CP007410,425,0.968109339407745
ANT9,Bacterial genome,CCEL_RS14135,2.5e-103,352.5,NC_011898,257,0.988461538461539
vanC,Bacterial genome,CCEL_RS01415,6.8e-73,253.4,NC_011898,358,1.02285714285714
tolC,Bacterial genome,CBU_0056,1.7e-101,348.1,NC_002971,453,1.03189066059226
tetA,Bacterial genome,CBEI_RS19145,1e-93,322.1,NC_009617,392,0.96551724137931
CAT,Bacterial genome,CBEI_RS16530,7.5e-91,311.1,NC_009617,215,0.990783410138249
tetQ,Bacterial genome,CBEI_RS09060,6.4e-87,300.1,NC_009617,624,0.949771689497717
vanC,Bacterial genome,CBC4_RS11505,6.3e-71,246.9,NC_015425,336,0.96
tetQ,Bacterial genome,CBC4_RS10105,2.2e-98,337.9,NC_015425,628,0.9558599695586
adeB,Bacterial genome,CAUL_RS20190,0,1525.2,NC_010338,1034,0.999033816425121
ClassB,Bacterial genome,CAUL_RS17035,8.1e-67,233.2,NC_010338,280,1.06060606060606
tetA,Bacterial genome,CAUL_RS08205,3e-95,327.2,NC_010338,393,0.967980295566502
adeB,Bacterial genome,CAUL_RS06675,0,1535.5,NC_010338,1034,0.999033816425121
ClassA,Bacterial genome,CAUL_RS04995,3.1e-92,316.6,NC_010338,286,0.972789115646258
tolC,Bacterial genome,CAP2UW1_RS14075,2e-85,295.1,NC_013194,433,0.986332574031891
intI,Bacterial genome,CAP2UW1_RS09060,2.6e-145,491.1,NC_013194,316,0.990595611285266
adeB,Bacterial genome,CAP2UW1_RS08515,0,1091.9,NC_013194,1020,0.985507246376812
tolC,Bacterial genome,CAP2UW1_RS05720,6.3e-111,379.1,NC_013194,428,0.9749430523918
tetQ,Bacterial genome,CACI_RS40620,1.2e-86,299.1,NC_013131,613,0.933028919330289
vanH,Bacterial genome,CACI_RS28705,2.7e-145,491.2,NC_013131,314,0.972136222910217
vanA,Bacterial genome,CACI_RS28700,3.7e-144,487.8,NC_013131,341,0.994169096209913
vanX,Bacterial genome,CACI_RS28695,1.1e-97,333,NC_013131,200,0.99009900990099
ClassA,Bacterial genome,CACI_RS25530,1.6e-89,307.7,NC_013131,273,0.928571428571429
vanC,Bacterial genome,CA_C2895,3.7e-70,244.4,NC_003030,335,0.957142857142857
tetQ,Bacterial genome,CA_C1448,2.7e-154,522.7,NC_003030,622,0.946727549467275
tetQ,Bacterial genome,CA_C0854,5e-79,274,NC_003030,607,0.923896499238965
tetA,Bacterial genome,CA_C0762,1.4e-93,321.7,NC_003030,391,0.963054187192118
tetA,Bacterial genome,C770_RS07920,2.5e-94,324.1,NC_019845,387,0.95320197044335
ClassA,Bacterial genome,C770_RS04865,1.3e-96,331,NC_019845,268,0.91156462585034
adeB,Bacterial genome,C770_RS02140,0,1016.5,NC_019845,1036,1.00096618357488
adeB,Bacterial genome,C770_RS00970,0,1452.7,NC_019845,1028,0.993236714975845
ANT6,Bacterial genome,C663_RS12770,2.7e-123,418.3,NC_020244,276,0.958333333333333
adeB,Bacterial genome,C380_RS20435,0,1310.4,NC_018708,1041,1.00579710144928
ClassA,Bacterial genome,C380_RS13165,1.3e-92,317.9,NC_018708,278,0.945578231292517
tolC,Bacterial genome,C380_RS11670,1.2e-99,341.9,NC_018708,435,0.990888382687927
adeB,Bacterial genome,C380_RS08020,0,1043.2,NC_018708,1035,1
tolC,Bacterial genome,C380_RS03210,1e-86,299.3,NC_018708,423,0.963553530751708
adeB,Bacterial genome,C380_RS02035,0,1409.2,NC_018708,1031,0.996135265700483
adeB,Bacterial genome,BYI23_RS16935,3.4e-299,1003,NC_016625,1040,1.0048309178744
adeB,Bacterial genome,BYI23_RS02550,0,1422.6,NC_016589,1031,0.996135265700483
adeB,Bacterial genome,BYI23_RS02535,0,1460.1,NC_016589,1028,0.993236714975845
ClassA,Bacterial genome,BURPS668_RS22925,1.9e-104,356.7,NC_009075,273,0.928571428571429
adeB,Bacterial genome,BURPS668_RS08190,0,1273.3,NC_009074,1028,0.993236714975845
adeB,Bacterial genome,BURPS668_RS03725,0,1455.4,NC_009074,1032,0.997101449275362
ClassA,Bacterial genome,BURPS1710B_RS30875,1.3e-103,353.9,NC_007435,273,0.928571428571429
adeB,Bacterial genome,BURPS1710B_RS10085,0,1273.3,NC_007434,1028,0.993236714975845
adeB,Bacterial genome,BURPS1710B_RS04800,0,1455.4,NC_007434,1032,0.997101449275362
ClassA,Bacterial genome,BURPS1106A_RS22805,9.3e-104,354.4,NC_009078,273,0.928571428571429
adeB,Bacterial genome,BURPS1106A_RS08280,0,1273.3,NC_009076,1028,0.993236714975845
adeB,Bacterial genome,BURPS1106A_RS03765,0,1455.4,NC_009076,1032,0.997101449275362
adeB,Bacterial genome,BURJV3_RS19595,0,1258.5,NC_015947,1033,0.998067632850242
adeB,Bacterial genome,BURJV3_RS17740,0,1455.6,NC_015947,1038,1.00289855072464
tolC,Bacterial genome,BURJV3_RS17100,6.3e-87,300,NC_015947,435,0.990888382687927
adeB,Bacterial genome,BURJV3_RS13280,0,1243.1,NC_015947,1033,0.998067632850242
ClassB,Bacterial genome,BURJV3_RS11110,1.6e-67,235.5,NC_015947,279,1.05681818181818
adeB,Bacterial genome,BURJV3_RS09440,0,1483.4,NC_015947,1025,0.990338164251208
mexC,Bacterial genome,BURJV3_RS09435,3.2e-127,432.7,NC_015947,360,0.935064935064935
qnr,Bacterial genome,BURJV3_RS04665,4.6e-77,266.2,NC_015947,208,0.954128440366973
ClassC,Bacterial genome,BUPH_RS29350,4.4e-156,527.2,NC_018672,373,0.968831168831169
ClassA,Bacterial genome,BUPH_RS23205,5.1e-97,332.3,NC_018672,269,0.914965986394558
adeB,Bacterial genome,BUPH_RS21110,6.2e-299,1002.1,NC_018672,1035,1
adeB,Bacterial genome,BUPH_RS19440,0,1399.1,NC_018672,1045,1.00966183574879
adeB,Bacterial genome,BUPH_RS14960,0,1474.4,NC_018695,1031,0.996135265700483
adeB,Bacterial genome,BTRa_RS24280,1e-298,1001.4,NZ_CP004384,1039,1.00386473429952
ClassA,Bacterial genome,BTRa_RS21445,3.3e-107,365.7,NZ_CP004384,282,0.959183673469388
adeB,Bacterial genome,BTRa_RS16850,0,1454.1,NZ_CP004383,1032,0.997101449275362
adeB,Bacterial genome,BTRa_RS12160,0,1279.1,NZ_CP004383,1028,0.993236714975845
CAT,Bacterial genome,BTOYO_RS25085,1.2e-80,277.7,NC_022781,213,0.981566820276498
ANT6,Bacterial genome,BTOYO_RS22785,5.4e-86,295.9,NC_022781,280,0.972222222222222
tetA,Bacterial genome,BTOYO_RS21980,2.2e-93,321,NC_022781,396,0.975369458128079
ClassB,Bacterial genome,BTOYO_RS03270,3.4e-79,273.7,NC_022781,256,0.96969696969697
tetQ,Bacterial genome,BTOYO_RS01590,8.2e-131,445.1,NC_022781,623,0.948249619482496
ClassA,Bacterial genome,BTOYO_RS00070,1.5e-96,330.8,NC_022781,274,0.931972789115646
ClassB,Bacterial genome,BTK_RS18320,2.8e-80,277.3,NZ_CP004870,255,0.965909090909091
ClassA,Bacterial genome,BTK_RS17365,9.4e-103,351.1,NZ_CP004870,269,0.914965986394558
tetQ,Bacterial genome,BTK_RS14755,2.6e-130,443.4,NZ_CP004870,622,0.946727549467275
tetA,Bacterial genome,BTK_RS13580,3.1e-91,313.9,NZ_CP004870,390,0.960591133004926
CAT,Bacterial genome,BTK_RS13310,5.9e-81,278.7,NZ_CP004870,214,0.986175115207373
ANT6,Bacterial genome,BTK_RS11045,2e-86,297.3,NZ_CP004870,279,0.96875
ClassA,Bacterial genome,BTI_RS28765,1.2e-105,360.6,NC_021174,282,0.959183673469388
ClassC,Bacterial genome,BTI_RS24940,1.1e-134,456.8,NC_021174,370,0.961038961038961
adeB,Bacterial genome,BTI_RS24010,0,1175.7,NC_021174,1031,0.996135265700483
adeB,Bacterial genome,BTI_RS22145,2e-298,1000.5,NC_021174,1039,1.00386473429952
adeB,Bacterial genome,BTI_RS15040,0,1458,NC_021173,1032,0.997101449275362
adeB,Bacterial genome,BTI_RS10385,0,1269.7,NC_021173,1028,0.993236714975845
adeB,Bacterial genome,BTH_RS24665,0,1282,NC_007651,1028,0.993236714975845
adeB,Bacterial genome,BTH_RS15665,0,1454.1,NC_007651,1032,0.997101449275362
adeB,Bacterial genome,BTH_RS10770,1e-298,1001.4,NC_007650,1039,1.00386473429952
ClassA,Bacterial genome,BTH_RS07435,3.3e-107,365.7,NC_007650,282,0.959183673469388
ANT6,Bacterial genome,BTG_RS09770,4.8e-86,296,NC_018500,278,0.965277777777778
CAT,Bacterial genome,BTG_RS07850,5.8e-80,275.5,NC_018500,214,0.986175115207373
tetA,Bacterial genome,BTG_RS07585,3.6e-90,310.5,NC_018500,392,0.96551724137931
ClassA,Bacterial genome,BTG_RS07105,1.9e-102,350.1,NC_018500,269,0.914965986394558
tetQ,Bacterial genome,BTG_RS04020,1.7e-130,444.1,NC_018500,622,0.946727549467275
tetQ,Bacterial genome,BTF1_RS12400,3.8e-128,436.3,NC_018508,622,0.946727549467275
ClassA,Bacterial genome,BTF1_RS09750,1.9e-102,350.1,NC_018508,269,0.914965986394558
tetA,Bacterial genome,BTF1_RS09355,3.6e-90,310.5,NC_018508,392,0.96551724137931
CAT,Bacterial genome,BTF1_RS09100,1.5e-80,277.4,NC_018508,214,0.986175115207373
ANT6,Bacterial genome,BTF1_RS07170,4.8e-86,296,NC_018508,278,0.965277777777778
ClassB,Bacterial genome,BTB_RS17210,4.3e-80,276.7,NC_018877,256,0.96969696969697
ClassA,Bacterial genome,BTB_RS16160,3.8e-96,329.4,NC_018877,268,0.91156462585034
tetQ,Bacterial genome,BTB_RS15410,2.9e-129,440,NC_018877,622,0.946727549467275
ClassA,Bacterial genome,BTB_RS12655,1.3e-103,353.9,NC_018877,269,0.914965986394558
tetA,Bacterial genome,BTB_RS12280,2e-94,324.4,NC_018877,393,0.967980295566502
CAT,Bacterial genome,BTB_RS11925,1.3e-80,277.6,NC_018877,214,0.986175115207373
ANT6,Bacterial genome,BTB_RS09990,2.7e-84,290.3,NC_018877,279,0.96875
ClassA,Bacterial genome,BT_4507,3.4e-91,313.2,NC_004663,286,0.972789115646258
adeB,Bacterial genome,BT_0305,0,1011.8,NC_004663,1029,0.994202898550725
adeB,Bacterial genome,BSUIS_RS01495,0,1119.5,NC_010169,1027,0.992270531400966
ermB,Bacterial genome,BSUB_RS15710,4.2e-169,567.9,NZ_CP008698,244,0.995918367346939
ANT6,Bacterial genome,BSUB_RS14510,6.4e-124,420.3,NZ_CP008698,276,0.958333333333333
ANT6,Bacterial genome,BSUA_RS14515,6.4e-124,420.3,NZ_CP007800,276,0.958333333333333
ANT6,Bacterial genome,BSU6051_RS13845,6.4e-124,420.3,NC_020507,276,0.958333333333333
ANT6,Bacterial genome,BSU26790_NA,6.4e-124,420.3,NC_000964,276,0.958333333333333
adeB,Bacterial genome,BSS2_RS11560,0,1055.9,NZ_CP006962,1027,0.992270531400966
adeB,Bacterial genome,BSS2_RS01370,0,1123,NZ_CP006961,1025,0.990338164251208
ANT6,Bacterial genome,BSNT_RS13565,2.2e-124,421.9,NC_017196,276,0.958333333333333
ClassA,Bacterial genome,BSN5_RS11785,4.6e-120,407.9,NC_014976,284,0.965986394557823
ANT6,Bacterial genome,BSN5_RS03990,3.9e-124,421,NC_014976,276,0.958333333333333
adeB,Bacterial genome,BRUAB_RS01545,0,1125.7,NC_006932,1025,0.990338164251208
adeB,Bacterial genome,BRADO_RS28730,0,1031.1,NC_009445,1037,1.00193236714976
adeB,Bacterial genome,BRADO_RS21505,0,1302.8,NC_009445,1031,0.996135265700483
ClassA,Bacterial genome,BRADO_RS18920,8.3e-97,331.6,NC_009445,281,0.95578231292517
tetA,Bacterial genome,BRADO_RS15315,8.1e-102,348.8,NC_009445,396,0.975369458128079
ClassB,Bacterial genome,BRADO_RS10185,5.3e-65,227.2,NC_009445,286,1.08333333333333
adeB,Bacterial genome,BRADO_RS05220,0,1291.4,NC_009445,1025,0.990338164251208
CAT,Bacterial genome,BPUM_RS24355,8.1e-77,265.2,NC_009848,211,0.972350230414747
ClassA,Bacterial genome,BPSS0946_NA,2e-103,353.3,NC_006351,273,0.928571428571429
adeB,Bacterial genome,BPSL1803_NA,0,1273.3,NC_006350,1028,0.993236714975845
adeB,Bacterial genome,BPSL0815_NA,0,1455.6,NC_006350,1032,0.997101449275362
adeB,Bacterial genome,BPRO_RS17125,4.6e-299,1002.6,NC_007948,1019,0.984541062801932
adeB,Bacterial genome,BPRO_RS10135,0,1390.1,NC_007948,1029,0.994202898550725
tolC,Bacterial genome,BPRO_RS08285,2.1e-104,357.7,NC_007948,430,0.979498861047836
tolC,Bacterial genome,BPRO_RS05050,3.3e-102,350.4,NC_007948,425,0.968109339407745
adeB,Bacterial genome,BPI_RS11930,0,1056.8,NC_015858,1027,0.992270531400966
adeB,Bacterial genome,BPI_RS01520,0,1126.3,NC_015857,1025,0.990338164251208
ClassC,Bacterial genome,BPHYT_RS25150,9.9e-159,535.9,NC_010676,375,0.974025974025974
adeB,Bacterial genome,BPHYT_RS22515,1.4e-298,1000.9,NC_010676,1035,1
adeB,Bacterial genome,BPHYT_RS20640,0,1030.5,NC_010676,1021,0.986473429951691
ClassA,Bacterial genome,BPHYT_RS19960,1.8e-95,327.2,NC_010676,270,0.918367346938776
adeB,Bacterial genome,BPHYT_RS16170,0,1473.7,NC_010681,1031,0.996135265700483
adeB,Bacterial genome,BPHYT_RS07195,0,1192.3,NC_010681,1031,0.996135265700483
adeB,Bacterial genome,BPHY_RS27530,0,1051.8,NC_010623,1039,1.00386473429952
adeB,Bacterial genome,BPHY_RS17680,0,1465.1,NC_010623,1034,0.999033816425121
ClassA,Bacterial genome,BPHY_RS11340,4.3e-87,299.7,NC_010622,285,0.969387755102041
ClassA,Bacterial genome,BPHY_RS05905,3.5e-99,339.4,NC_010622,274,0.931972789115646
adeB,Bacterial genome,BPHY_RS03245,0,1051.8,NC_010622,1039,1.00386473429952
adeB,Bacterial genome,BPHY_RS02405,0,1473.1,NC_010622,1031,0.996135265700483
adeB,Bacterial genome,BPET_RS22865,0,1017.4,NC_010170,1044,1.00869565217391
adeB,Bacterial genome,BPET_RS21265,0,1377.6,NC_010170,1031,0.996135265700483
ClassC,Bacterial genome,BPET_RS19615,3.5e-145,491.3,NC_010170,374,0.971428571428571
adeB,Bacterial genome,BPET_RS15335,0,1460.2,NC_010170,1037,1.00193236714976
tolC,Bacterial genome,BPET_RS02440,7.3e-105,359.1,NC_010170,431,0.981776765375854
ClassA,Bacterial genome,BPC006_RS23330,9.3e-104,354.4,NC_018529,273,0.928571428571429
adeB,Bacterial genome,BPC006_RS08495,0,1273.3,NC_018527,1028,0.993236714975845
adeB,Bacterial genome,BPC006_RS03730,0,1455.6,NC_018527,1032,0.997101449275362
CAT,Bacterial genome,BP951000_RS04330,1.6e-66,231.5,NC_014330,206,0.949308755760369
adeB,Bacterial genome,BOV_RS11890,0,1057.5,NC_009504,1027,0.992270531400966
vanH,Bacterial genome,BN6_RS24055,6.6e-142,480,NC_019673,313,0.969040247678019
vanA,Bacterial genome,BN6_RS24050,7.7e-134,453.9,NC_019673,339,0.988338192419825
vanX,Bacterial genome,BN6_RS24045,1.5e-101,345.6,NC_019673,201,0.995049504950495
adeB,Bacterial genome,BN406_RS16795,0,1452.7,NC_018700,1028,0.993236714975845
tetA,Bacterial genome,BN406_RS06600,2.4e-94,324.2,NC_018700,388,0.955665024630542
ClassA,Bacterial genome,BN406_RS03200,3.6e-97,332.8,NC_018700,268,0.91156462585034
adeB,Bacterial genome,BN406_RS00285,0,1018.1,NC_018700,1036,1.00096618357488
ClassA,Bacterial genome,BN159_RS28665,1.6e-92,317.5,NC_020504,285,0.969387755102041
tetQ,Bacterial genome,BN159_RS04820,1.5e-95,328.6,NC_020504,605,0.920852359208524
tolC,Bacterial genome,BN112_3960,2.8e-103,353.9,NC_019382,431,0.981776765375854
ANT3,Bacterial genome,BN112_2235,4.7e-104,354.6,NC_019382,255,0.96958174904943
ClassA,Bacterial genome,BN112_1468,4.2e-98,335.8,NC_019382,266,0.904761904761905
adeB,Bacterial genome,BN112_1151,0,1394.6,NC_019382,1032,0.997101449275362
adeB,Bacterial genome,BN112_0345,0,1469.5,NC_019382,1039,1.00386473429952
ClassC,Bacterial genome,BMUL_RS30175,8.2e-146,493.4,NC_010087,376,0.976623376623377
adeB,Bacterial genome,BMUL_RS22065,0,1577.2,NC_010086,1027,0.992270531400966
mexC,Bacterial genome,BMUL_RS22060,5.8e-185,622.8,NC_010086,381,0.98961038961039
ClassA,Bacterial genome,BMUL_RS20495,6.4e-80,276.2,NC_010086,275,0.935374149659864
ClassA,Bacterial genome,BMUL_RS18715,3.1e-106,362.5,NC_010086,276,0.938775510204082
adeB,Bacterial genome,BMUL_RS17090,1.2e-300,1007.8,NC_010086,1035,1
adeB,Bacterial genome,BMUL_RS08240,0,1265.6,NC_010084,1021,0.986473429951691
adeB,Bacterial genome,BMUL_RS03510,0,1452.5,NC_010084,1032,0.997101449275362
ClassA,Bacterial genome,BMQ_RS16255,1.1e-94,324.6,NC_014019,285,0.969387755102041
tetQ,Bacterial genome,BMQ_RS12030,2.3e-83,288.4,NC_014019,612,0.931506849315068
adeB,Bacterial genome,BMI_RS11615,0,1059.6,NC_013118,1027,0.992270531400966
adeB,Bacterial genome,BMI_RS01375,0,1126.3,NC_013119,1025,0.990338164251208
ClassA,Bacterial genome,BMD_RS16325,1.2e-93,321.2,NC_014103,280,0.952380952380952
tetQ,Bacterial genome,BMD_RS11875,8.9e-85,293,NC_014103,612,0.931506849315068
tetA,Bacterial genome,BMD_RS08460,8.7e-93,319.1,NC_014103,377,0.928571428571429
ClassB,Bacterial genome,BMB171_RS17025,1.4e-80,278.3,NC_014171,256,0.96969696969697
tetQ,Bacterial genome,BMB171_RS15015,4.3e-129,439.4,NC_014171,622,0.946727549467275
ClassA,Bacterial genome,BMB171_RS12290,1.3e-103,353.9,NC_014171,269,0.914965986394558
tetA,Bacterial genome,BMB171_RS11890,5.3e-91,313.2,NC_014171,391,0.963054187192118
ANT6,Bacterial genome,BMB171_RS09670,1.3e-85,294.7,NC_014171,279,0.96875
adeB,Bacterial genome,BM590_RS11825,0,1055.6,NC_017247,1027,0.992270531400966
adeB,Bacterial genome,BM590_RS01520,0,1122.4,NC_017246,1025,0.990338164251208
ClassB,Bacterial genome,blr6230_NA,3e-61,214.9,NC_004463,281,1.06439393939394
tetA,Bacterial genome,blr4054_NA,3.4e-106,363.2,NC_004463,399,0.982758620689655
adeB,Bacterial genome,blr1516_NA,0,1304.2,NC_004463,1026,0.991304347826087
adeB,Bacterial genome,bll3871_NA,0,1046.2,NC_004463,1041,1.00579710144928
ClassA,Bacterial genome,bll0941_NA,5e-85,292.9,NC_004463,278,0.945578231292517
CAT,Bacterial genome,BLI_RS14025,1.4e-75,261.2,NC_006322,214,0.986175115207373
ClassA,Bacterial genome,BLI_RS01380,3.1e-97,333,NC_006322,275,0.935374149659864
ANT6,Bacterial genome,BLI_RS01080,8.7e-95,324.7,NC_006322,285,0.989583333333333
vanC,Bacterial genome,BLEG1_RS14030,1.3e-71,249.1,NZ_CP003923,347,0.991428571428571
ClassA,Bacterial genome,BLEG1_RS02220,5e-91,312.6,NZ_CP003923,280,0.952380952380952
CAT,Bacterial genome,BLEG1_RS00930,1.3e-75,261.3,NZ_CP003923,214,0.986175115207373
adeB,Bacterial genome,BJS_RS42985,0,1297.9,NZ_CP007569,1027,0.992270531400966
ClassA,Bacterial genome,BJS_RS35565,1.3e-87,301.4,NZ_CP007569,275,0.935374149659864
ClassB,Bacterial genome,BJS_RS24900,2e-61,215.5,NZ_CP007569,285,1.07954545454545
adeB,Bacterial genome,BJS_RS14805,0,1054.2,NZ_CP007569,1041,1.00579710144928
tetA,Bacterial genome,BJS_RS13820,1.6e-106,364.3,NZ_CP007569,394,0.970443349753695
adeB,Bacterial genome,BJAB0868_RS14675,0,1959.1,NC_021729,1055,1.01932367149758
CAT,Bacterial genome,BJAB0868_RS14440,3.3e-74,256.7,NC_021729,207,0.953917050691244
