RefSoil ID,Taxon ID,Kingdom,Phylum,Organism,Contains.plasmid,length.phy,Source,NCBI.ID
RefSoil_487,656024,Bacteria,Actinobacteria,Frankia symbiont of Datisca glomerata,TRUE,117,plasmid2,NC_015657.1
RefSoil_492,504832,Bacteria,Alphaproteobacteria,Oligotropha carboxidovorans OM5,TRUE,124,plasmid2,NC_015685.1
RefSoil_493,991791,Bacteria,Firmicutes,Clostridium acetobutylicum DSM 1731,TRUE,206,plasmid2,NC_015688.1
RefSoil_498,1042878,Bacteria,Betaproteobacteria,Cupriavidus necator N-1,TRUE,91,plasmid2,NC_015724.1
RefSoil_510,653045,Bacteria,Actinobacteria,Streptomyces violaceusniger Tu 4113,TRUE,117,plasmid2,NC_015952.1
RefSoil_521,591167,Bacteria,Actinobacteria,Streptomyces pratensis ATCC 33331,TRUE,117,plasmid2,NC_016115.1
RefSoil_536,1097668,Bacteria,Betaproteobacteria,Burkholderia sp. YI23,TRUE,91,plasmid2,NC_016591.1
RefSoil_533,1064539,Bacteria,Alphaproteobacteria,Azospirillum brasilense Sp245,TRUE,124,plasmid2,NC_016618.1
RefSoil_535,862719,Bacteria,Alphaproteobacteria,Azospirillum lipoferum 4B,TRUE,124,plasmid2,NC_016586.1
RefSoil_541,334406,Bacteria,Firmicutes,Bacillus cereus NC7401,TRUE,206,plasmid2,NC_016773.1
RefSoil_542,347495,Bacteria,Firmicutes,Bacillus cereus F837/76,TRUE,206,plasmid2,NC_016794.1
RefSoil_548,1117943,Bacteria,Alphaproteobacteria,Sinorhizobium fredii HH103,TRUE,124,plasmid2,NC_016836.1
RefSoil_556,909946,Bacteria,Gammaproteobacteria,Salmonella enterica subsp. enterica serova,TRUE,193,plasmid2,NC_017675.1
RefSoil_557,718274,Bacteria,Gammaproteobacteria,Salmonella enterica subsp. enterica serova,TRUE,193,plasmid2,NC_016862.1
RefSoil_571,1151116,Bacteria,Gammaproteobacteria,Rahnella aquatilis HX2,TRUE,193,plasmid2,NC_017807.1
RefSoil_578,634453,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus IFO 3283-03,TRUE,124,plasmid2,NC_017118.1
RefSoil_579,634459,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus IFO 3283-12,TRUE,124,plasmid2,NC_017113.1
RefSoil_580,634457,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus IFO 3283-32,TRUE,124,plasmid2,NC_017149.1
RefSoil_581,634454,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus IFO 3283-07,TRUE,124,plasmid2,NC_017122.1
RefSoil_582,634455,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus IFO 3283-22,TRUE,124,plasmid2,NC_017126.1
RefSoil_583,634456,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus IFO 3283-26,TRUE,124,plasmid2,NC_017131.1
RefSoil_584,634458,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus IFO 3283-01-42C,TRUE,124,plasmid2,NC_017105.1
RefSoil_586,1035377,Bacteria,Gammaproteobacteria,Yersinia pestis A1122,TRUE,193,plasmid2,NC_017170.1
RefSoil_592,930170,Bacteria,Firmicutes,Bacillus thuringiensis serovar finitimu,TRUE,206,plasmid2,NC_017199.1
RefSoil_593,541229,Bacteria,Firmicutes,Bacillus thuringiensis serovar chinensis CT-43,TRUE,206,plasmid2,NC_017209.1
RefSoil_603,698936,Bacteria,Alphaproteobacteria,Sinorhizobium meliloti BL225C,TRUE,124,plasmid2,NC_017323.1
RefSoil_604,707241,Bacteria,Alphaproteobacteria,Sinorhizobium meliloti SM11,TRUE,124,plasmid2,NC_017326.1
RefSoil_605,759362,Bacteria,Alphaproteobacteria,Ketogulonicigenium vulgare WSH-001,TRUE,124,plasmid2,NC_017385.1
RefSoil_606,644651,Bacteria,Gammaproteobacteria,Erwinia pyrifoliae DSM 12163,TRUE,193,plasmid2,NC_017388.1
RefSoil_607,215689,Bacteria,Gammaproteobacteria,Erwinia sp. Ejp617,TRUE,193,plasmid2,NC_017443.1
RefSoil_624,859655,Bacteria,Betaproteobacteria,Ralstonia solanacearum CMR15,TRUE,91,plasmid2,NC_017588.1
RefSoil_628,566546,Bacteria,Gammaproteobacteria,Escherichia coli W,TRUE,193,plasmid2,NC_017662.1
RefSoil_629,866895,Bacteria,Firmicutes,Halobacillus halophilus DSM 2266,TRUE,206,plasmid2,NC_017670.1
RefSoil_632,768494,Bacteria,Firmicutes,Bacillus anthracis str. H9401,TRUE,206,plasmid2,NC_017727.1
RefSoil_634,1133850,Bacteria,Actinobacteria,Streptomyces hygroscopicus subsp. jinggangensi,TRUE,117,plasmid2,NC_016972.1
RefSoil_636,745776,Bacteria,Deinococcus-Thermus,Deinococcus gobiensis I-0,TRUE,6,plasmid2,NC_017791.1
RefSoil_649,710421,Bacteria,Actinobacteria,Mycobacterium chubuense NBB4,TRUE,117,plasmid2,NC_018023.1
RefSoil_652,646529,Bacteria,Firmicutes,Desulfosporosinus acidiphilus SJ4,TRUE,206,plasmid2,NC_018067.1
RefSoil_663,1217984,Bacteria,Firmicutes,Bacillus cereus FRI-35,TRUE,206,plasmid2,NC_018493.1
RefSoil_664,1218175,Bacteria,Firmicutes,Bacillus thuringiensis HD-771,TRUE,206,plasmid2,NC_018501.1
RefSoil_665,1217737,Bacteria,Firmicutes,Bacillus thuringiensis HD-789,TRUE,206,plasmid2,NC_018509.1
RefSoil_670,337191,Bacteria,Actinobacteria,Gordonia sp. KTR9,TRUE,117,plasmid2,NC_018580.1
RefSoil_686,1195464,Bacteria,Firmicutes,Bacillus thuringiensis MC28,TRUE,206,plasmid2,NC_018685.1
RefSoil_687,1230587,Bacteria,Alphaproteobacteria,Sinorhizobium meliloti Rm41,TRUE,124,plasmid2,NC_018683.1
RefSoil_695,527021,Bacteria,Firmicutes,Bacillus thuringiensis Bt407,TRUE,206,plasmid2,NC_018885.1
RefSoil_701,373994,Bacteria,Cyanobacteria,Rivularia sp. PCC 7116,TRUE,27,plasmid2,NC_019686.1
RefSoil_705,56110,Bacteria,Cyanobacteria,Oscillatoria acuminata PCC 6304,TRUE,27,plasmid2,NC_019694.1
RefSoil_706,251229,Bacteria,Cyanobacteria,Chroococcidiopsis thermalis PCC 7203,TRUE,27,plasmid2,NC_019696.1
RefSoil_708,1173263,Bacteria,Cyanobacteria,Synechococcus sp. PCC 7502,TRUE,27,plasmid2,NC_019692.1
RefSoil_710,179408,Bacteria,Cyanobacteria,Oscillatoria nigro-viridis PCC 7112,TRUE,27,plasmid2,NC_019730.1
RefSoil_711,1173027,Bacteria,Cyanobacteria,Microcoleus sp. PCC 7113,TRUE,27,plasmid2,NC_019760.1
RefSoil_712,1173026,Bacteria,Cyanobacteria,Gloeocapsa sp. PCC 7428,TRUE,27,plasmid2,NC_020051.1
RefSoil_713,111780,Bacteria,Cyanobacteria,Stanieria cyanosphaera PCC 7437,TRUE,27,plasmid2,NC_019749.1
RefSoil_714,56107,Bacteria,Cyanobacteria,Cylindrospermum stagnale PCC 7417,TRUE,27,plasmid2,NC_019744.1
RefSoil_717,937777,Bacteria,Deinococcus-Thermus,Deinococcus peraridilitoris DSM 19664,TRUE,6,plasmid2,NC_019790.1
RefSoil_719,1235461,Bacteria,Alphaproteobacteria,Sinorhizobium meliloti GR4,TRUE,124,plasmid2,NC_019847.2
RefSoil_720,886293,Bacteria,Planctomycetes,Singulisphaera acidiphila DSM 18658,TRUE,1,plasmid2,NC_019894.1
RefSoil_723,644801,Bacteria,Gammaproteobacteria,Pseudomonas stutzeri RCH2,TRUE,193,plasmid2,NC_019938.1
RefSoil_725,698761,Bacteria,Alphaproteobacteria,Rhizobium tropici CIAT 899,TRUE,124,plasmid2,NC_020061.1
RefSoil_728,1194526,Bacteria,Firmicutes,Staphylococcus warneri SG1,TRUE,206,plasmid2,NC_020274.1
RefSoil_733,1279365,Bacteria,Firmicutes,Bacillus thuringiensis serovar kurstaki str,TRUE,206,plasmid2,NC_020250.1
RefSoil_738,1286404,Bacteria,Firmicutes,Bacillus thuringiensis serovar thuringiensi,TRUE,206,plasmid2,NC_020391.1
RefSoil_745,1121353,Bacteria,Actinobacteria,Corynebacterium callunae DSM 20147,TRUE,117,plasmid2,NC_020553.1
RefSoil_750,1286640,Bacteria,Alphaproteobacteria,Sinorhizobium meliloti 2011,TRUE,124,plasmid2,NC_020560.1
RefSoil_752,745310,Bacteria,Alphaproteobacteria,Sphingomonas sp. MM-1,TRUE,124,plasmid2,NC_020562.1
RefSoil_759,1203460,Bacteria,Actinobacteria,Streptomyces hygroscopicus subsp. jinggangensi,TRUE,117,plasmid2,NC_020893.1
RefSoil_787,1096995,Bacteria,Gammaproteobacteria,Acinetobacter baumannii BJAB07104,TRUE,193,plasmid2,NC_021728.1
RefSoil_788,1096997,Bacteria,Gammaproteobacteria,Acinetobacter baumannii BJAB0868,TRUE,193,plasmid2,NC_021731.1
RefSoil_793,1328306,Bacteria,Alphaproteobacteria,Rhizobium etli bv. mimosae str. Mim1,TRUE,124,plasmid2,NC_021907.1
RefSoil_794,1214242,Bacteria,Actinobacteria,Streptomyces collinus Tu 365,TRUE,117,plasmid2,NC_021986.1
RefSoil_795,1266844,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus 386B,TRUE,124,plasmid2,NZ_HF677572.1
RefSoil_797,1367847,Bacteria,Alphaproteobacteria,Paracoccus aminophilus JCM 7686,TRUE,124,plasmid2,NC_022049.1
RefSoil_811,1415784,Bacteria,Firmicutes,Bacillus toyonensis BCT-7112,TRUE,206,plasmid2,NC_022783.1
RefSoil_814,529122,Bacteria,Firmicutes,Bacillus thuringiensis YBT-1518,TRUE,206,plasmid2,NC_022874.1
RefSoil_829,191292,Bacteria,Actinobacteria,Rhodococcus aetherivorans,TRUE,117,plasmid2,NZ_CM002179.1
RefSoil_831,1412844,Bacteria,Firmicutes,Bacillus anthracis 52-G,TRUE,206,plasmid2,NZ_CM002397.1
RefSoil_832,1412842,Bacteria,Firmicutes,Bacillus anthracis 9080-G,TRUE,206,plasmid2,NZ_CM002400.1
RefSoil_833,1412843,Bacteria,Firmicutes,Bacillus anthracis 8903-G,TRUE,206,plasmid2,NZ_CM002403.1
RefSoil_837,743835,Bacteria,Firmicutes,Bacillus anthracis str. A16,TRUE,206,plasmid2,NZ_CP001972.1
RefSoil_844,543736,Bacteria,Actinobacteria,Rhodococcus opacus PD630,TRUE,117,plasmid2,NZ_CP003951.1
RefSoil_845,1123862,Bacteria,Gammaproteobacteria,Klebsiella pneumoniae subsp. pneumoniae Kp13,TRUE,193,plasmid2,NZ_CP003994.1
RefSoil_848,1261129,Bacteria,Firmicutes,Bacillus thuringiensis serovar kurstaki str,TRUE,206,plasmid2,NZ_CP004878.1
RefSoil_849,763057,Bacteria,Alphaproteobacteria,Mesorhizobium huakuii 7653R,TRUE,124,plasmid2,NZ_CP006583.1
RefSoil_850,1356852,Bacteria,Bacteroidetes,Hymenobacter sp. APR13,TRUE,19,plasmid2,NZ_CP006589.1
RefSoil_853,1392837,Bacteria,Firmicutes,Bacillus anthracis str. SVA11,TRUE,206,plasmid2,NZ_CP006744.1
RefSoil_860,1432050,Bacteria,Alphaproteobacteria,Rhizobium etli bv. mimosae str. IE4771,TRUE,124,plasmid2,NZ_CP006988.1
RefSoil_864,754523,Bacteria,Alphaproteobacteria,Rhizobium leguminosarum bv. trifolii WSM1689,TRUE,124,plasmid2,NZ_CP007047.1
RefSoil_865,1033991,Bacteria,Alphaproteobacteria,Rhizobium leguminosarum bv. trifolii CB782,TRUE,124,plasmid2,NZ_CP007069.1
RefSoil_871,1435057,Bacteria,Alphaproteobacteria,Agrobacterium tumefaciens LBA4213 (Ach5),TRUE,124,plasmid2,NZ_CP007228.1
RefSoil_873,1416753,Bacteria,Alphaproteobacteria,Ensifer adhaerens OV14,TRUE,124,plasmid2,NZ_CP007238.1
RefSoil_883,42256,Bacteria,Actinobacteria,Rubrobacter radiotolerans,TRUE,117,plasmid2,NZ_CP007516.1
RefSoil_890,570416,Bacteria,Firmicutes,Bacillus thuringiensis serovar kurstaki str,TRUE,206,plasmid2,NZ_CP007608.1
RefSoil_897,261591,Bacteria,Firmicutes,Bacillus anthracis str. Vollum,TRUE,206,plasmid2,NZ_CP007665.1
RefSoil_899,1392,Bacteria,Firmicutes,Bacillus anthracis,TRUE,206,plasmid2,NZ_CP007703.1
RefSoil_901,796606,Bacteria,Firmicutes,Bacillus methanolicus MGA3,TRUE,206,plasmid2,NZ_CP007740.1
RefSoil_906,192,Bacteria,Alphaproteobacteria,Azospirillum brasilense,TRUE,124,plasmid2,NZ_CP007795.1
RefSoil_914,571,Bacteria,Gammaproteobacteria,Klebsiella oxytoca,TRUE,193,plasmid2,NZ_CP008843.1
RefSoil_915,1392,Bacteria,Firmicutes,Bacillus anthracis,TRUE,206,plasmid2,NZ_CP008848.1
RefSoil_926,348824,Bacteria,Alphaproteobacteria,Rhizobium sp. LPU83,TRUE,124,plasmid2,NZ_HG916854.1
RefSoil_928,1028801,Bacteria,Alphaproteobacteria,Neorhizobium galegae bv. officinalis bv,TRUE,124,plasmid2,NZ_HG938357.1
RefSoil_23,103690,Bacteria,Cyanobacteria,Nostoc sp. PCC 7120,TRUE,27,plasmid3,NC_003273.1
RefSoil_62,288681,Bacteria,Firmicutes,Bacillus cereus E33L,TRUE,206,plasmid3,NC_007105.1
RefSoil_80,279808,Bacteria,Firmicutes,Staphylococcus haemolyticus JCSC1435,TRUE,206,plasmid3,NC_007171.1
RefSoil_90,272943,Bacteria,Alphaproteobacteria,Rhodobacter sphaeroides 2.4.1,TRUE,124,plasmid3,NC_007489.1
RefSoil_92,316273,Bacteria,Gammaproteobacteria,Xanthomonas campestris pv. vesicatoria str,TRUE,193,plasmid3,NC_007504.1
RefSoil_100,323848,Bacteria,Betaproteobacteria,Nitrosospira multiformis ATCC 25196,TRUE,91,plasmid3,NC_007617.1
RefSoil_106,347834,Bacteria,Alphaproteobacteria,Rhizobium etli CFN 42,TRUE,124,plasmid3,NC_007764.1
RefSoil_119,323097,Bacteria,Alphaproteobacteria,Nitrobacter hamburgensis X14,TRUE,124,plasmid3,NC_007961.1
RefSoil_121,266264,Bacteria,Betaproteobacteria,Cupriavidus metallidurans CH34,TRUE,91,plasmid3,NC_007971.2
RefSoil_128,360102,Bacteria,Gammaproteobacteria,Yersinia pestis Antiqua,TRUE,193,plasmid3,NC_008121.1
RefSoil_130,266779,Bacteria,Alphaproteobacteria,Chelativorans sp. BNC1,TRUE,124,plasmid3,NC_008244.1
RefSoil_133,101510,Bacteria,Actinobacteria,Rhodococcus jostii RHA1,TRUE,117,plasmid3,NC_008271.1
RefSoil_137,216596,Bacteria,Alphaproteobacteria,Rhizobium leguminosarum bv. viciae 3841,TRUE,124,plasmid3,NC_008378.1
RefSoil_145,290399,Bacteria,Actinobacteria,Arthrobacter sp. FB24,TRUE,117,plasmid3,NC_008539.1
RefSoil_155,314724,Bacteria,Spirochaetes,Borrelia turicatae 91E135,TRUE,12,plasmid3,NZ_CP019364.1
RefSoil_159,365044,Bacteria,Betaproteobacteria,Polaromonas naphthalenivorans CJ2,TRUE,91,plasmid3,NC_008759.1
RefSoil_170,269482,Bacteria,Betaproteobacteria,Burkholderia vietnamiensis G4,TRUE,91,plasmid3,NC_009229.1
RefSoil_172,350054,Bacteria,Actinobacteria,Mycobacterium gilvum PYR-GCK,TRUE,117,plasmid3,NC_009341.1
RefSoil_175,349102,Bacteria,Alphaproteobacteria,Rhodobacter sphaeroides ATCC 17025,TRUE,124,plasmid3,NC_009431.1
RefSoil_186,349163,Bacteria,Alphaproteobacteria,Acidiphilium cryptum JF-5,TRUE,124,plasmid3,NC_009469.1
RefSoil_195,272620,Bacteria,Gammaproteobacteria,Klebsiella pneumoniae subsp. pneumoniae MG,TRUE,193,plasmid3,NC_009651.1
RefSoil_199,439375,Bacteria,Alphaproteobacteria,Ochrobactrum anthropi ATCC 49188,TRUE,124,plasmid3,NC_009671.1
RefSoil_224,315730,Bacteria,Firmicutes,Bacillus weihenstephanensis KBAB4,TRUE,206,plasmid3,NC_010182.1
RefSoil_236,426355,Bacteria,Alphaproteobacteria,Methylobacterium radiotolerans JCM 2831,TRUE,124,plasmid3,NC_010514.1
RefSoil_253,63737,Bacteria,Cyanobacteria,Nostoc punctiforme PCC 73102,TRUE,27,plasmid3,NC_010631.1
RefSoil_259,465817,Bacteria,Gammaproteobacteria,Erwinia tasmaniensis Et1/99,TRUE,193,plasmid3,NC_010699.1
RefSoil_266,491916,Bacteria,Alphaproteobacteria,Rhizobium etli CIAT 652,TRUE,124,plasmid3,NC_010996.1
RefSoil_278,395492,Bacteria,Alphaproteobacteria,Rhizobium leguminosarum bv. trifolii WSM2304,TRUE,124,plasmid3,NC_011370.1
RefSoil_279,405534,Bacteria,Firmicutes,Bacillus cereus AH187,TRUE,206,plasmid3,NC_011656.1
RefSoil_284,41431,Bacteria,Cyanobacteria,Cyanothece sp. PCC 8801,TRUE,27,plasmid3,NC_011727.1
RefSoil_285,65393,Bacteria,Cyanobacteria,Cyanothece sp. PCC 7424,TRUE,27,plasmid3,NC_011730.1
RefSoil_291,405535,Bacteria,Firmicutes,Bacillus cereus AH820,TRUE,206,plasmid3,NC_011776.1
RefSoil_296,395961,Bacteria,Cyanobacteria,Cyanothece sp. PCC 7425,TRUE,27,plasmid3,NC_011882.1
RefSoil_299,460265,Bacteria,Alphaproteobacteria,Methylobacterium nodulans ORS 2060,TRUE,124,plasmid3,NC_011893.1
RefSoil_304,311403,Bacteria,Alphaproteobacteria,Agrobacterium radiobacter K84,TRUE,124,plasmid3,NC_011987.1
RefSoil_305,311402,Bacteria,Alphaproteobacteria,Agrobacterium vitis S4,TRUE,124,plasmid3,NC_011984.1
RefSoil_310,634499,Bacteria,Gammaproteobacteria,Erwinia pyrifoliae Ep1/96,TRUE,193,plasmid3,NC_013954.1
RefSoil_317,632772,Bacteria,Actinobacteria,Rhodococcus opacus B4,TRUE,117,plasmid3,NC_006970.2
RefSoil_318,546414,Bacteria,Deinococcus-Thermus,Deinococcus deserti VCD115,TRUE,6,plasmid3,NC_012529.1
RefSoil_327,626418,Bacteria,Betaproteobacteria,Burkholderia glumae BGR1,TRUE,91,plasmid3,NC_012720.2
RefSoil_334,395491,Bacteria,Alphaproteobacteria,Rhizobium leguminosarum bv. trifolii WSM1325,TRUE,124,plasmid3,NC_012853.1
RefSoil_335,428406,Bacteria,Betaproteobacteria,Ralstonia pickettii 12D,TRUE,91,plasmid3,NC_012851.1
RefSoil_351,395962,Bacteria,Cyanobacteria,Cyanothece sp. PCC 8802,TRUE,27,plasmid3,NC_013167.1
RefSoil_353,522306,Bacteria,Betaproteobacteria,Candidatus Accumulibacter phosphatis clade II,TRUE,91,plasmid3,NC_013191.1
RefSoil_355,634452,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus IFO 3283-01,TRUE,124,plasmid3,NC_013212.1
RefSoil_356,622759,Bacteria,Alphaproteobacteria,Zymomonas mobilis subsp. mobilis NCIMB 11163,TRUE,124,plasmid3,NC_013358.1
RefSoil_366,380358,Bacteria,Gammaproteobacteria,Xanthomonas albilineans GPE PC73,TRUE,193,plasmid3,NC_017555.1
RefSoil_368,543526,Archaea,Euryarchaeota,Haloterrigena turkmenica DSM 5511,TRUE,25,plasmid3,NC_013746.1
RefSoil_373,137722,Bacteria,Alphaproteobacteria,Azospirillum sp. B510,TRUE,124,plasmid3,NC_013857.1
RefSoil_384,309800,Archaea,Euryarchaeota,Haloferax volcanii DS2,TRUE,25,plasmid3,NC_013966.1
RefSoil_386,240292,Bacteria,Cyanobacteria,Anabaena variabilis ATCC 29413,TRUE,27,plasmid3,NC_007412.1
RefSoil_388,452662,Bacteria,Alphaproteobacteria,Sphingobium japonicum UT26S,TRUE,124,plasmid3,NC_014009.1
RefSoil_389,545693,Bacteria,Firmicutes,Bacillus megaterium QM B1551,TRUE,206,plasmid3,NC_010010.2
RefSoil_420,497965,Bacteria,Cyanobacteria,Cyanothece sp. PCC 7822,TRUE,27,plasmid3,NC_014502.1
RefSoil_445,697329,Bacteria,Firmicutes,Ruminococcus albus 7,TRUE,206,plasmid3,NC_014826.1
RefSoil_460,693977,Bacteria,Deinococcus-Thermus,Deinococcus proteolyticus MRP,TRUE,6,plasmid3,NC_015170.1
RefSoil_467,999541,Bacteria,Betaproteobacteria,Burkholderia gladioli BSR3,TRUE,91,plasmid3,NC_015378.1
RefSoil_469,929506,Bacteria,Firmicutes,Clostridium botulinum BKT015925,TRUE,206,plasmid3,NC_015418.1
RefSoil_480,702113,Bacteria,Alphaproteobacteria,Novosphingobium sp. PP1Y,TRUE,124,plasmid3,NC_015582.1
RefSoil_536,1097668,Bacteria,Betaproteobacteria,Burkholderia sp. YI23,TRUE,91,plasmid3,NC_016592.1
RefSoil_533,1064539,Bacteria,Alphaproteobacteria,Azospirillum brasilense Sp245,TRUE,124,plasmid3,NC_016595.1
RefSoil_535,862719,Bacteria,Alphaproteobacteria,Azospirillum lipoferum 4B,TRUE,124,plasmid3,NC_016623.1
RefSoil_541,334406,Bacteria,Firmicutes,Bacillus cereus NC7401,TRUE,206,plasmid3,NC_016793.1
RefSoil_548,1117943,Bacteria,Alphaproteobacteria,Sinorhizobium fredii HH103,TRUE,124,plasmid3,NC_016814.1
RefSoil_556,909946,Bacteria,Gammaproteobacteria,Salmonella enterica subsp. enterica serova,TRUE,193,plasmid3,NC_016859.1
RefSoil_571,1151116,Bacteria,Gammaproteobacteria,Rahnella aquatilis HX2,TRUE,193,plasmid3,NC_017773.1
RefSoil_578,634453,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus IFO 3283-03,TRUE,124,plasmid3,NC_017119.1
RefSoil_579,634459,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus IFO 3283-12,TRUE,124,plasmid3,NC_017114.1
RefSoil_580,634457,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus IFO 3283-32,TRUE,124,plasmid3,NC_017135.1
RefSoil_581,634454,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus IFO 3283-07,TRUE,124,plasmid3,NC_017110.1
RefSoil_582,634455,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus IFO 3283-22,TRUE,124,plasmid3,NC_017127.1
RefSoil_583,634456,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus IFO 3283-26,TRUE,124,plasmid3,NC_017147.1
RefSoil_584,634458,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus IFO 3283-01-42C,TRUE,124,plasmid3,NC_017151.1
RefSoil_593,541229,Bacteria,Firmicutes,Bacillus thuringiensis serovar chinensis CT-43,TRUE,206,plasmid3,NC_017203.1
RefSoil_606,644651,Bacteria,Gammaproteobacteria,Erwinia pyrifoliae DSM 12163,TRUE,193,plasmid3,NC_017392.1
RefSoil_607,215689,Bacteria,Gammaproteobacteria,Erwinia sp. Ejp617,TRUE,193,plasmid3,NC_017444.1
RefSoil_636,745776,Bacteria,Deinococcus-Thermus,Deinococcus gobiensis I-0,TRUE,6,plasmid3,NC_017771.1
RefSoil_663,1217984,Bacteria,Firmicutes,Bacillus cereus FRI-35,TRUE,206,plasmid3,NC_018499.1
RefSoil_664,1218175,Bacteria,Firmicutes,Bacillus thuringiensis HD-771,TRUE,206,plasmid3,NC_018487.1
RefSoil_665,1217737,Bacteria,Firmicutes,Bacillus thuringiensis HD-789,TRUE,206,plasmid3,NC_018510.1
RefSoil_670,337191,Bacteria,Actinobacteria,Gordonia sp. KTR9,TRUE,117,plasmid3,NC_018583.1
RefSoil_686,1195464,Bacteria,Firmicutes,Bacillus thuringiensis MC28,TRUE,206,plasmid3,NC_018686.1
RefSoil_687,1230587,Bacteria,Alphaproteobacteria,Sinorhizobium meliloti Rm41,TRUE,124,plasmid3,NC_018701.1
RefSoil_695,527021,Bacteria,Firmicutes,Bacillus thuringiensis Bt407,TRUE,206,plasmid3,NC_018878.1
RefSoil_710,179408,Bacteria,Cyanobacteria,Oscillatoria nigro-viridis PCC 7112,TRUE,27,plasmid3,NC_019731.1
RefSoil_711,1173027,Bacteria,Cyanobacteria,Microcoleus sp. PCC 7113,TRUE,27,plasmid3,NC_019740.1
RefSoil_712,1173026,Bacteria,Cyanobacteria,Gloeocapsa sp. PCC 7428,TRUE,27,plasmid3,NC_019759.1
RefSoil_713,111780,Bacteria,Cyanobacteria,Stanieria cyanosphaera PCC 7437,TRUE,27,plasmid3,NC_019750.1
RefSoil_714,56107,Bacteria,Cyanobacteria,Cylindrospermum stagnale PCC 7417,TRUE,27,plasmid3,NC_019758.1
RefSoil_719,1235461,Bacteria,Alphaproteobacteria,Sinorhizobium meliloti GR4,TRUE,124,plasmid3,NC_019848.2
RefSoil_720,886293,Bacteria,Planctomycetes,Singulisphaera acidiphila DSM 18658,TRUE,1,plasmid3,NC_019895.1
RefSoil_723,644801,Bacteria,Gammaproteobacteria,Pseudomonas stutzeri RCH2,TRUE,193,plasmid3,NC_019939.1
RefSoil_725,698761,Bacteria,Alphaproteobacteria,Rhizobium tropici CIAT 899,TRUE,124,plasmid3,NC_020062.1
RefSoil_728,1194526,Bacteria,Firmicutes,Staphylococcus warneri SG1,TRUE,206,plasmid3,NC_020264.1
RefSoil_733,1279365,Bacteria,Firmicutes,Bacillus thuringiensis serovar kurstaki str,TRUE,206,plasmid3,NC_020243.1
RefSoil_738,1286404,Bacteria,Firmicutes,Bacillus thuringiensis serovar thuringiensi,TRUE,206,plasmid3,NC_020379.1
RefSoil_752,745310,Bacteria,Alphaproteobacteria,Sphingomonas sp. MM-1,TRUE,124,plasmid3,NC_020543.1
RefSoil_788,1096997,Bacteria,Gammaproteobacteria,Acinetobacter baumannii BJAB0868,TRUE,193,plasmid3,NC_021732.1
RefSoil_793,1328306,Bacteria,Alphaproteobacteria,Rhizobium etli bv. mimosae str. Mim1,TRUE,124,plasmid3,NC_021908.1
RefSoil_795,1266844,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus 386B,TRUE,124,plasmid3,NC_021992.1
RefSoil_797,1367847,Bacteria,Alphaproteobacteria,Paracoccus aminophilus JCM 7686,TRUE,124,plasmid3,NC_022043.1
RefSoil_814,529122,Bacteria,Firmicutes,Bacillus thuringiensis YBT-1518,TRUE,206,plasmid3,NC_022875.1
RefSoil_844,543736,Bacteria,Actinobacteria,Rhodococcus opacus PD630,TRUE,117,plasmid3,NZ_CP003952.1
RefSoil_845,1123862,Bacteria,Gammaproteobacteria,Klebsiella pneumoniae subsp. pneumoniae Kp13,TRUE,193,plasmid3,NZ_CP003995.1
RefSoil_848,1261129,Bacteria,Firmicutes,Bacillus thuringiensis serovar kurstaki str,TRUE,206,plasmid3,NZ_CP004876.1
RefSoil_850,1356852,Bacteria,Bacteroidetes,Hymenobacter sp. APR13,TRUE,19,plasmid3,NZ_CP006590.1
RefSoil_860,1432050,Bacteria,Alphaproteobacteria,Rhizobium etli bv. mimosae str. IE4771,TRUE,124,plasmid3,NZ_CP006989.1
RefSoil_864,754523,Bacteria,Alphaproteobacteria,Rhizobium leguminosarum bv. trifolii WSM1689,TRUE,124,plasmid3,NZ_CP007048.1
RefSoil_865,1033991,Bacteria,Alphaproteobacteria,Rhizobium leguminosarum bv. trifolii CB782,TRUE,124,plasmid3,NZ_CP007070.1
RefSoil_883,42256,Bacteria,Actinobacteria,Rubrobacter radiotolerans,TRUE,117,plasmid3,NZ_CP007517.1
RefSoil_890,570416,Bacteria,Firmicutes,Bacillus thuringiensis serovar kurstaki str,TRUE,206,plasmid3,NZ_CP007615.1
RefSoil_906,192,Bacteria,Alphaproteobacteria,Azospirillum brasilense,TRUE,124,plasmid3,NZ_CP007796.1
